"","Target","Effector","Median_FCC","MAD"
"1132","PGI","NADPase",0.4139,0.70023198
"1133","PGK","NADPase",0.0698,0.2238726
"1134","PGM","NADPase",0.0487,0.5537511
"1135","PGP","NADPase",0.0582,0.23528862
"1136","PNT","NADPase",-0.257,0.42713706
"1137","PPK","NADPase",0.098,0.59289174
"1138","PRK","NADPase",0.0582,0.23528862
"1139","PRSA","NADPase",-0.2015,0.46583292
"1140","PTA","NADPase",0.1591,1.0467156
"1141","PYK","NADPase",-0.1024,1.83649662
"1142","RPE","NADPase",0.0511,0.229803
"1143","RPI","NADPase",0.0754,0.25441416
"1144","RuBisC","NADPase",0.0582,0.23528862
"1145","RuBisO","NADPase",0.0582,0.23528862
"1146","SBPase","NADPase",0.1215,0.24003294
"1147","Sink_ACCOA","NADPase",-0.0302,0.31164252
"1148","Sink_E4P","NADPase",0.2542,0.3765804
"1149","Sink_G6P","NADPase",0.4203,0.6797721
"1150","Sink_GLX","NADPase",0.0582,0.23528862
"1151","Sink_H2O2","NADPase",0.0582,0.23528862
"1152","Sink_O2G","NADPase",-0.1937,0.6478962
"1153","Sink_OAA","NADPase",0.0133,0.38592078
"1154","Sink_P3G","NADPase",-0.0866,0.42713706
"1155","Sink_PRPP","NADPase",-0.2015,0.46583292
"1156","Sink_PYR","NADPase",0.1272,0.48021414
"1157","Supply_COA","NADPase",-0.0302,0.31164252
"1158","Supply_FUM","NADPase",-0.1414,0.19777884
"1159","Supply_P_i","NADPase",-0.0339,0.25263504
"1160","TAL","NADPase",0.2098,0.34707666
"1161","TKT1","NADPase",0.0518,0.24655638
"1162","TKT2","NADPase",0.0489,0.2246139
"1163","TPI","NADPase",0.0739,0.22639302
"1164","XFPK1","NADPase",0.1962,1.11432216
"1165","XFPK2","NADPase",-0.3061,1.31625228
"1166","ZWF","NADPase",-0.1595,0.8851122
"1167","ACO","PNT",0.0062,0.00919212
"1168","ADK","PNT",-2e-04,0.00163086
"1169","ALD","PNT",-0.0058,0.01067472
"1170","ATPSyn","PNT",0,0.00059304
"1171","CS","PNT",0.0062,0.00919212
"1172","DEVB","PNT",0,0.0029652
"1173","ENO","PNT",-5e-04,0.00400302
"1174","FBA","PNT",1e-04,0.0007413
"1175","FBPase","PNT",-0.0058,0.01067472
"1176","FUMC","PNT",0.0082,0.01082298
"1177","GAPD","PNT",-1e-04,0.0007413
"1178","GLCO","PNT",-1e-04,0.00088956
"1179","GND","PNT",0,0.0029652
"1180","ICD","PNT",0.0062,0.00919212
"1181","MDH","PNT",-0.0488,0.07828128
"1182","ME","PNT",-0.0027,0.01942206
"1183","NADPase","PNT",-7e-04,0.00103782
"1184","PDH","PNT",0.0132,0.02045988
"1185","PGI","PNT",0.001,0.00355824
"1186","PGK","PNT",-1e-04,0.0007413
"1187","PGM","PNT",-5e-04,0.00400302
"1188","PGP","PNT",-1e-04,0.00088956
"1189","PNT","PNT",0.0125,0.01512252
"1190","PPK","PNT",-0.0024,0.00756126
"1191","PRK","PNT",-1e-04,0.00088956
"1192","PRSA","PNT",-2e-04,0.00163086
"1193","PTA","PNT",-0.0024,0.00978516
"1194","PYK","PNT",0.0065,0.0214977
"1195","RPE","PNT",-1e-04,0.00103782
"1196","RPI","PNT",-1e-04,0.00088956
"1197","RuBisC","PNT",-1e-04,0.00088956
"1198","RuBisO","PNT",-1e-04,0.00088956
"1199","SBPase","PNT",1e-04,0.0007413
"1200","Sink_ACCOA","PNT",0.0044,0.00681996
"1201","Sink_E4P","PNT",4e-04,0.00118608
"1202","Sink_G6P","PNT",9e-04,0.00340998
"1203","Sink_GLX","PNT",-1e-04,0.00088956
"1204","Sink_H2O2","PNT",-1e-04,0.00088956
"1205","Sink_O2G","PNT",0.0062,0.00919212
"1206","Sink_OAA","PNT",7e-04,0.00281694
"1207","Sink_P3G","PNT",0,0.00163086
"1208","Sink_PRPP","PNT",-2e-04,0.00163086
"1209","Sink_PYR","PNT",-0.0057,0.01171254
"1210","Supply_COA","PNT",0.0044,0.00681996
"1211","Supply_FUM","PNT",0.0082,0.01082298
"1212","Supply_P_i","PNT",1e-04,0.00088956
"1213","TAL","PNT",4e-04,0.00118608
"1214","TKT1","PNT",0,0.00118608
"1215","TKT2","PNT",-2e-04,0.00088956
"1216","TPI","PNT",-1e-04,0.0007413
"1217","XFPK1","PNT",-0.0023,0.01022994
"1218","XFPK2","PNT",-0.0039,0.0088956
"1219","ZWF","PNT",0,0.0029652
"1220","ACO","PGI",-0.0557,0.07665042
"1221","ADK","PGI",0.0016,0.03765804
"1222","ALD","PGI",0.1121,0.1897728
"1223","ATPSyn","PGI",-0.0044,0.0133434
"1224","CS","PGI",-0.0557,0.07665042
"1225","DEVB","PGI",0.0512,0.10289244
"1226","ENO","PGI",-0.0527,0.07175784
"1227","FBA","PGI",-0.0104,0.0163086
"1228","FBPase","PGI",0.1121,0.1897728
"1229","FUMC","PGI",0.001,0.00622692
"1230","GAPD","PGI",-0.0054,0.0140847
"1231","GLCO","PGI",-0.01,0.01764294
"1232","GND","PGI",0.0512,0.10289244
"1233","ICD","PGI",-0.0557,0.07665042
"1234","MDH","PGI",-0.0314,0.14485002
"1235","ME","PGI",-0.0048,0.02950374
"1236","NADPase","PGI",-0.0048,0.01363992
"1237","PDH","PGI",-0.0176,0.07086828
"1238","PGI","PGI",0.0867,0.11742192
"1239","PGK","PGI",-0.0054,0.0140847
"1240","PGM","PGI",-0.0527,0.07175784
"1241","PGP","PGI",-0.01,0.01764294
"1242","PNT","PGI",-0.005,0.0311346
"1243","PPK","PGI",-0.0368,0.05960052
"1244","PRK","PGI",-0.01,0.01764294
"1245","PRSA","PGI",0.0016,0.03765804
"1246","PTA","PGI",-0.0346,0.1126776
"1247","PYK","PGI",-0.0812,0.16204818
"1248","RPE","PGI",-0.009,0.01734642
"1249","RPI","PGI",-0.0125,0.01957032
"1250","RuBisC","PGI",-0.01,0.01764294
"1251","RuBisO","PGI",-0.01,0.01764294
"1252","SBPase","PGI",-0.0104,0.0163086
"1253","Sink_ACCOA","PGI",-0.0163,0.02757636
"1254","Sink_E4P","PGI",-0.0147,0.0281694
"1255","Sink_G6P","PGI",0.0838,0.11608758
"1256","Sink_GLX","PGI",-0.01,0.01764294
"1257","Sink_H2O2","PGI",-0.01,0.01764294
"1258","Sink_O2G","PGI",-0.0557,0.07665042
"1259","Sink_OAA","PGI",-0.0188,0.03825108
"1260","Sink_P3G","PGI",-0.0166,0.04210584
"1261","Sink_PRPP","PGI",0.0016,0.03765804
"1262","Sink_PYR","PGI",-0.0263,0.03973368
"1263","Supply_COA","PGI",-0.0163,0.02757636
"1264","Supply_FUM","PGI",0.001,0.00622692
"1265","Supply_P_i","PGI",0.0055,0.01823598
"1266","TAL","PGI",-0.0096,0.02461116
"1267","TKT1","PGI",-0.0066,0.01957032
"1268","TKT2","PGI",-0.0113,0.01764294
"1269","TPI","PGI",-0.0049,0.0140847
"1270","XFPK1","PGI",-0.0453,0.11845974
"1271","XFPK2","PGI",0.0808,0.16130688
"1272","ZWF","PGI",0.0512,0.10289244
"1273","ACO","ZWF",1e-04,0.00118608
"1274","ADK","ZWF",0,0.00059304
"1275","ALD","ZWF",-1e-04,0.00340998
"1276","ATPSyn","ZWF",2e-04,0.00029652
"1277","CS","ZWF",1e-04,0.00118608
"1278","DEVB","ZWF",0.5164,0.40089504
"1279","ENO","ZWF",3e-04,0.00118608
"1280","FBA","ZWF",3e-04,0.00044478
"1281","FBPase","ZWF",-1e-04,0.00340998
"1282","FUMC","ZWF",-1e-04,0.00014826
"1283","GAPD","ZWF",2e-04,0.00029652
"1284","GLCO","ZWF",2e-04,0.00044478
"1285","GND","ZWF",0.5164,0.40089504
"1286","ICD","ZWF",1e-04,0.00118608
"1287","MDH","ZWF",0.0011,0.00266868
"1288","ME","ZWF",1e-04,0.00059304
"1289","NADPase","ZWF",-2e-04,0.00044478
"1290","PDH","ZWF",0,0.00118608
"1291","PGI","ZWF",0.0112,0.0096369
"1292","PGK","ZWF",2e-04,0.00029652
"1293","PGM","ZWF",3e-04,0.00118608
"1294","PGP","ZWF",2e-04,0.00044478
"1295","PNT","ZWF",0,0.00059304
"1296","PPK","ZWF",4e-04,0.00103782
"1297","PRK","ZWF",2e-04,0.00044478
"1298","PRSA","ZWF",0,0.00059304
"1299","PTA","ZWF",0,0.00192738
"1300","PYK","ZWF",0,0.0029652
"1301","RPE","ZWF",-1e-04,0.00044478
"1302","RPI","ZWF",-1e-04,0.00044478
"1303","RuBisC","ZWF",2e-04,0.00044478
"1304","RuBisO","ZWF",2e-04,0.00044478
"1305","SBPase","ZWF",3e-04,0.00044478
"1306","Sink_ACCOA","ZWF",0,0.00059304
"1307","Sink_E4P","ZWF",2e-04,0.00059304
"1308","Sink_G6P","ZWF",-0.002,0.00252042
"1309","Sink_GLX","ZWF",2e-04,0.00044478
"1310","Sink_H2O2","ZWF",2e-04,0.00044478
"1311","Sink_O2G","ZWF",1e-04,0.00118608
"1312","Sink_OAA","ZWF",2e-04,0.00059304
"1313","Sink_P3G","ZWF",1e-04,0.0007413
"1314","Sink_PRPP","ZWF",0,0.00059304
"1315","Sink_PYR","ZWF",1e-04,0.0007413
"1316","Supply_COA","ZWF",0,0.00059304
"1317","Supply_FUM","ZWF",-1e-04,0.00014826
"1318","Supply_P_i","ZWF",-2e-04,0.00029652
"1319","TAL","ZWF",9e-04,0.00103782
"1320","TKT1","ZWF",-1e-04,0.00044478
"1321","TKT2","ZWF",-1e-04,0.00044478
"1322","TPI","ZWF",3e-04,0.00044478
"1323","XFPK1","ZWF",0,0.00207564
"1324","XFPK2","ZWF",0,0.00266868
"1325","ZWF","ZWF",0.5164,0.40089504
"1326","ACO","DEVB",0,0.00059304
"1327","ADK","DEVB",0,0.00029652
"1328","ALD","DEVB",0,0.0014826
"1329","ATPSyn","DEVB",1e-04,0.00014826
"1330","CS","DEVB",0,0.00059304
"1331","DEVB","DEVB",0.2531,0.28035966
"1332","ENO","DEVB",1e-04,0.00044478
"1333","FBA","DEVB",1e-04,0.00014826
"1334","FBPase","DEVB",0,0.0014826
"1335","FUMC","DEVB",0,0
"1336","GAPD","DEVB",1e-04,0.00014826
"1337","GLCO","DEVB",1e-04,0.00014826
"1338","GND","DEVB",0.2531,0.28035966
"1339","ICD","DEVB",0,0.00059304
"1340","MDH","DEVB",4e-04,0.00118608
"1341","ME","DEVB",0,0.00029652
"1342","NADPase","DEVB",-1e-04,0.00014826
"1343","PDH","DEVB",0,0.00044478
"1344","PGI","DEVB",0.0051,0.00607866
"1345","PGK","DEVB",1e-04,0.00014826
"1346","PGM","DEVB",1e-04,0.00044478
"1347","PGP","DEVB",1e-04,0.00014826
"1348","PNT","DEVB",0,0.00029652
"1349","PPK","DEVB",1e-04,0.00044478
"1350","PRK","DEVB",1e-04,0.00014826
"1351","PRSA","DEVB",0,0.00029652
"1352","PTA","DEVB",0,0.0007413
"1353","PYK","DEVB",0,0.00133434
"1354","RPE","DEVB",0,0.00014826
"1355","RPI","DEVB",0,0.00029652
"1356","RuBisC","DEVB",1e-04,0.00014826
"1357","RuBisO","DEVB",1e-04,0.00014826
"1358","SBPase","DEVB",1e-04,0.00014826
"1359","Sink_ACCOA","DEVB",0,0.00029652
"1360","Sink_E4P","DEVB",1e-04,0.00029652
"1361","Sink_G6P","DEVB",-8e-04,0.00118608
"1362","Sink_GLX","DEVB",1e-04,0.00014826
"1363","Sink_H2O2","DEVB",1e-04,0.00014826
"1364","Sink_O2G","DEVB",0,0.00059304
"1365","Sink_OAA","DEVB",1e-04,0.00029652
"1366","Sink_P3G","DEVB",0,0.00029652
"1367","Sink_PRPP","DEVB",0,0.00029652
"1368","Sink_PYR","DEVB",0,0.00029652
"1369","Supply_COA","DEVB",0,0.00029652
"1370","Supply_FUM","DEVB",0,0
"1371","Supply_P_i","DEVB",-1e-04,0.00014826
"1372","TAL","DEVB",4e-04,0.00059304
"1373","TKT1","DEVB",0,0.00014826
"1374","TKT2","DEVB",0,0.00014826
"1375","TPI","DEVB",1e-04,0.00014826
"1376","XFPK1","DEVB",0,0.00088956
"1377","XFPK2","DEVB",0,0.00118608
"1378","ZWF","DEVB",0.2531,0.28035966
"1379","ACO","GND",0,0.00014826
"1380","ADK","GND",0,0
"1381","ALD","GND",0,0.00029652
"1382","ATPSyn","GND",0,0
"1383","CS","GND",0,0.00014826
"1384","DEVB","GND",0.0482,0.06834786
"1385","ENO","GND",0,0.00014826
"1386","FBA","GND",0,0
"1387","FBPase","GND",0,0.00029652
"1388","FUMC","GND",0,0
"1389","GAPD","GND",0,0
"1390","GLCO","GND",0,0
"1391","GND","GND",0.0482,0.06834786
"1392","ICD","GND",0,0.00014826
"1393","MDH","GND",1e-04,0.00029652
"1394","ME","GND",0,0
"1395","NADPase","GND",0,0
"1396","PDH","GND",0,0.00014826
"1397","PGI","GND",0.001,0.0014826
"1398","PGK","GND",0,0
"1399","PGM","GND",0,0.00014826
"1400","PGP","GND",0,0
"1401","PNT","GND",0,0
"1402","PPK","GND",0,0.00014826
"1403","PRK","GND",0,0
"1404","PRSA","GND",0,0
"1405","PTA","GND",0,0.00014826
"1406","PYK","GND",0,0.00029652
"1407","RPE","GND",0,0
"1408","RPI","GND",0,0
"1409","RuBisC","GND",0,0
"1410","RuBisO","GND",0,0
"1411","SBPase","GND",0,0
"1412","Sink_ACCOA","GND",0,0
"1413","Sink_E4P","GND",0,0
"1414","Sink_G6P","GND",-2e-04,0.00029652
"1415","Sink_GLX","GND",0,0
"1416","Sink_H2O2","GND",0,0
"1417","Sink_O2G","GND",0,0.00014826
"1418","Sink_OAA","GND",0,0
"1419","Sink_P3G","GND",0,0
"1420","Sink_PRPP","GND",0,0
"1421","Sink_PYR","GND",0,0
"1422","Supply_COA","GND",0,0
"1423","Supply_FUM","GND",0,0
"1424","Supply_P_i","GND",0,0
"1425","TAL","GND",1e-04,0.00014826
"1426","TKT1","GND",0,0
"1427","TKT2","GND",0,0
"1428","TPI","GND",0,0
"1429","XFPK1","GND",0,0.00014826
"1430","XFPK2","GND",0,0.00029652
"1431","ZWF","GND",0.0482,0.06834786
"1432","ACO","CS",0.2798,0.23261994
"1433","ADK","CS",0.0058,0.0126021
"1434","ALD","CS",-0.0299,0.14351568
"1435","ATPSyn","CS",2e-04,0.0051891
"1436","CS","CS",0.2798,0.23261994
"1437","DEVB","CS",-0.0185,0.02550072
"1438","ENO","CS",0.0097,0.02579724
"1439","FBA","CS",0.0015,0.00859908
"1440","FBPase","CS",-0.0299,0.14351568
"1441","FUMC","CS",7e-04,0.00400302
"1442","GAPD","CS",3e-04,0.00563388
"1443","GLCO","CS",9e-04,0.00681996
"1444","GND","CS",-0.0185,0.02550072
"1445","ICD","CS",0.2798,0.23261994
"1446","MDH","CS",0.0111,0.08065344
"1447","ME","CS",0.0037,0.01868076
"1448","NADPase","CS",-0.0027,0.00533736
"1449","PDH","CS",0.0291,0.09236598
"1450","PGI","CS",-0.023,0.03068982
"1451","PGK","CS",3e-04,0.00563388
"1452","PGM","CS",0.0097,0.02579724
"1453","PGP","CS",9e-04,0.00681996
"1454","PNT","CS",0.0143,0.04091976
"1455","PPK","CS",0.0351,0.03825108
"1456","PRK","CS",9e-04,0.00681996
"1457","PRSA","CS",0.0058,0.0126021
"1458","PTA","CS",-5e-04,0.08109822
"1459","PYK","CS",-0.0746,0.1215732
"1460","RPE","CS",0.0011,0.00681996
"1461","RPI","CS",7e-04,0.00726474
"1462","RuBisC","CS",9e-04,0.00681996
"1463","RuBisO","CS",9e-04,0.00681996
"1464","SBPase","CS",0.0015,0.00859908
"1465","Sink_ACCOA","CS",-0.0763,0.08287734
"1466","Sink_E4P","CS",0.0015,0.01349166
"1467","Sink_G6P","CS",-0.0222,0.03024504
"1468","Sink_GLX","CS",9e-04,0.00681996
"1469","Sink_H2O2","CS",9e-04,0.00681996
"1470","Sink_O2G","CS",0.2798,0.23261994
"1471","Sink_OAA","CS",-0.0038,0.01897728
"1472","Sink_P3G","CS",0.0018,0.01378818
"1473","Sink_PRPP","CS",0.0058,0.0126021
"1474","Sink_PYR","CS",-0.0503,0.06478962
"1475","Supply_COA","CS",-0.0763,0.08287734
"1476","Supply_FUM","CS",7e-04,0.00400302
"1477","Supply_P_i","CS",-6e-04,0.007413
"1478","TAL","CS",0.0017,0.01393644
"1479","TKT1","CS",0.0013,0.0081543
"1480","TKT2","CS",0.0011,0.0066717
"1481","TPI","CS",1e-04,0.00563388
"1482","XFPK1","CS",-0.0032,0.08258082
"1483","XFPK2","CS",0.0585,0.09888942
"1484","ZWF","CS",-0.0185,0.02550072
"1485","ACO","ACO",0.0562,0.06849612
"1486","ADK","ACO",0,0.00326172
"1487","ALD","ACO",0.0287,0.0422541
"1488","ATPSyn","ACO",7e-04,0.00133434
"1489","CS","ACO",0.0562,0.06849612
"1490","DEVB","ACO",-2e-04,0.00533736
"1491","ENO","ACO",0.0031,0.00622692
"1492","FBA","ACO",0,0.00192738
"1493","FBPase","ACO",0.0287,0.0422541
"1494","FUMC","ACO",4e-04,0.0007413
"1495","GAPD","ACO",9e-04,0.0014826
"1496","GLCO","ACO",9e-04,0.00177912
"1497","GND","ACO",-2e-04,0.00533736
"1498","ICD","ACO",0.0562,0.06849612
"1499","MDH","ACO",-0.0108,0.0192738
"1500","ME","ACO",-0.0015,0.00415128
"1501","NADPase","ACO",1e-04,0.0014826
"1502","PDH","ACO",0.0079,0.01541904
"1503","PGI","ACO",-8e-04,0.00637518
"1504","PGK","ACO",9e-04,0.0014826
"1505","PGM","ACO",0.0031,0.00622692
"1506","PGP","ACO",9e-04,0.00177912
"1507","PNT","ACO",0.0041,0.00696822
"1508","PPK","ACO",0.0011,0.00800604
"1509","PRK","ACO",9e-04,0.00177912
"1510","PRSA","ACO",0,0.00326172
"1511","PTA","ACO",0.006,0.014826
"1512","PYK","ACO",0.0056,0.02727984
"1513","RPE","ACO",8e-04,0.00163086
"1514","RPI","ACO",0.0012,0.00192738
"1515","RuBisC","ACO",9e-04,0.00177912
"1516","RuBisO","ACO",9e-04,0.00177912
"1517","SBPase","ACO",0,0.00192738
"1518","Sink_ACCOA","ACO",-0.0043,0.00993342
"1519","Sink_E4P","ACO",-8e-04,0.00281694
"1520","Sink_G6P","ACO",-7e-04,0.00607866
"1521","Sink_GLX","ACO",9e-04,0.00177912
"1522","Sink_H2O2","ACO",9e-04,0.00177912
"1523","Sink_O2G","ACO",0.0562,0.06849612
"1524","Sink_OAA","ACO",-0.004,0.00578214
"1525","Sink_P3G","ACO",-7e-04,0.00340998
"1526","Sink_PRPP","ACO",0,0.00326172
"1527","Sink_PYR","ACO",-0.0013,0.00874734
"1528","Supply_COA","ACO",-0.0043,0.00993342
"1529","Supply_FUM","ACO",4e-04,0.0007413
"1530","Supply_P_i","ACO",-9e-04,0.00177912
"1531","TAL","ACO",-0.001,0.00326172
"1532","TKT1","ACO",6e-04,0.00192738
"1533","TKT2","ACO",0.0011,0.00177912
"1534","TPI","ACO",9e-04,0.0014826
"1535","XFPK1","ACO",0.006,0.01541904
"1536","XFPK2","ACO",0.0043,0.0170499
"1537","ZWF","ACO",-2e-04,0.00533736
"1538","ACO","ICD",0.1067,0.12216624
"1539","ADK","ICD",0,0.0059304
"1540","ALD","ICD",0.0544,0.07946736
"1541","ATPSyn","ICD",0.0014,0.00237216
"1542","CS","ICD",0.1067,0.12216624
"1543","DEVB","ICD",-5e-04,0.00993342
"1544","ENO","ICD",0.006,0.01141602
"1545","FBA","ICD",0,0.0037065
"1546","FBPase","ICD",0.0544,0.07946736
"1547","FUMC","ICD",7e-04,0.0014826
"1548","GAPD","ICD",0.0017,0.00266868
"1549","GLCO","ICD",0.0018,0.00311346
"1550","GND","ICD",-5e-04,0.00993342
"1551","ICD","ICD",0.1067,0.12216624
"1552","MDH","ICD",-0.0204,0.0355824
"1553","ME","ICD",-0.003,0.00770952
"1554","NADPase","ICD",3e-04,0.00266868
"1555","PDH","ICD",0.0157,0.02920722
"1556","PGI","ICD",-0.0016,0.01171254
"1557","PGK","ICD",0.0017,0.00266868
"1558","PGM","ICD",0.006,0.01141602
"1559","PGP","ICD",0.0018,0.00311346
"1560","PNT","ICD",0.008,0.01319514
"1561","PPK","ICD",0.0024,0.01497426
"1562","PRK","ICD",0.0018,0.00311346
"1563","PRSA","ICD",0,0.0059304
"1564","PTA","ICD",0.0119,0.0274281
"1565","PYK","ICD",0.0114,0.05085318
"1566","RPE","ICD",0.0016,0.00311346
"1567","RPI","ICD",0.0022,0.00340998
"1568","RuBisC","ICD",0.0018,0.00311346
"1569","RuBisO","ICD",0.0018,0.00311346
"1570","SBPase","ICD",0,0.0037065
"1571","Sink_ACCOA","ICD",-0.0084,0.01868076
"1572","Sink_E4P","ICD",-0.0015,0.00548562
"1573","Sink_G6P","ICD",-0.0015,0.01141602
"1574","Sink_GLX","ICD",0.0018,0.00311346
"1575","Sink_H2O2","ICD",0.0018,0.00311346
"1576","Sink_O2G","ICD",0.1067,0.12216624
"1577","Sink_OAA","ICD",-0.0077,0.01097124
"1578","Sink_P3G","ICD",-0.0014,0.00622692
"1579","Sink_PRPP","ICD",0,0.0059304
"1580","Sink_PYR","ICD",-0.0026,0.01645686
"1581","Supply_COA","ICD",-0.0084,0.01868076
"1582","Supply_FUM","ICD",7e-04,0.0014826
"1583","Supply_P_i","ICD",-0.0017,0.00326172
"1584","TAL","ICD",-0.002,0.00607866
"1585","TKT1","ICD",0.0012,0.00355824
"1586","TKT2","ICD",0.0022,0.00326172
"1587","TPI","ICD",0.0018,0.00281694
"1588","XFPK1","ICD",0.0121,0.02861418
"1589","XFPK2","ICD",0.0086,0.03143112
"1590","ZWF","ICD",-5e-04,0.00993342
"1591","ACO","MDH",-2e-04,0.02045988
"1592","ADK","MDH",0.0037,0.00919212
"1593","ALD","MDH",0.0269,0.04195758
"1594","ATPSyn","MDH",0.001,0.00326172
"1595","CS","MDH",-2e-04,0.02045988
"1596","DEVB","MDH",-0.008,0.0133434
"1597","ENO","MDH",0.0189,0.01986684
"1598","FBA","MDH",-1e-04,0.00355824
"1599","FBPase","MDH",0.0269,0.04195758
"1600","FUMC","MDH",-0.0196,0.02564898
"1601","GAPD","MDH",0.0013,0.00340998
"1602","GLCO","MDH",0.0026,0.0044478
"1603","GND","MDH",-0.008,0.0133434
"1604","ICD","MDH",-2e-04,0.02045988
"1605","MDH","MDH",0.643,0.26375454
"1606","ME","MDH",0.1103,0.06034182
"1607","NADPase","MDH",0.0013,0.00355824
"1608","PDH","MDH",0.0327,0.03899238
"1609","PGI","MDH",-0.0184,0.02209074
"1610","PGK","MDH",0.0013,0.00340998
"1611","PGM","MDH",0.0189,0.01986684
"1612","PGP","MDH",0.0026,0.0044478
"1613","PNT","MDH",0.0012,0.02357334
"1614","PPK","MDH",0.0485,0.03306198
"1615","PRK","MDH",0.0026,0.0044478
"1616","PRSA","MDH",0.0037,0.00919212
"1617","PTA","MDH",-0.0264,0.03498936
"1618","PYK","MDH",-0.0991,0.08880774
"1619","RPE","MDH",0.0031,0.00459606
"1620","RPI","MDH",0.0017,0.0044478
"1621","RuBisC","MDH",0.0026,0.0044478
"1622","RuBisO","MDH",0.0026,0.0044478
"1623","SBPase","MDH",-1e-04,0.00355824
"1624","Sink_ACCOA","MDH",0.0071,0.01171254
"1625","Sink_E4P","MDH",-0.001,0.0059304
"1626","Sink_G6P","MDH",-0.018,0.022239
"1627","Sink_GLX","MDH",0.0026,0.0044478
"1628","Sink_H2O2","MDH",0.0026,0.0044478
"1629","Sink_O2G","MDH",-2e-04,0.02045988
"1630","Sink_OAA","MDH",-0.0141,0.01942206
"1631","Sink_P3G","MDH",4e-04,0.00978516
"1632","Sink_PRPP","MDH",0.0037,0.00919212
"1633","Sink_PYR","MDH",0.0299,0.03884412
"1634","Supply_COA","MDH",0.0071,0.01171254
"1635","Supply_FUM","MDH",-0.0196,0.02564898
"1636","Supply_P_i","MDH",-0.0018,0.00489258
"1637","TAL","MDH",-0.0021,0.00533736
"1638","TKT1","MDH",0.0042,0.00563388
"1639","TKT2","MDH",0.002,0.00400302
"1640","TPI","MDH",8e-04,0.00326172
"1641","XFPK1","MDH",-0.0289,0.03691674
"1642","XFPK2","MDH",0.0039,0.03573066
"1643","ZWF","MDH",-0.008,0.0133434
"1644","ACO","PPK",0.0056,0.01467774
"1645","ADK","PPK",0.0033,0.00726474
"1646","ALD","PPK",0.0161,0.03128286
"1647","ATPSyn","PPK",6e-04,0.00252042
"1648","CS","PPK",0.0056,0.01467774
"1649","DEVB","PPK",-0.0065,0.01022994
"1650","ENO","PPK",0.0113,0.0133434
"1651","FBA","PPK",0,0.00266868
"1652","FBPase","PPK",0.0161,0.03128286
"1653","FUMC","PPK",-6e-04,0.00192738
"1654","GAPD","PPK",9e-04,0.00266868
"1655","GLCO","PPK",0.0016,0.00340998
"1656","GND","PPK",-0.0065,0.01022994
"1657","ICD","PPK",0.0056,0.01467774
"1658","MDH","PPK",0.0593,0.05767314
"1659","ME","PPK",0.0117,0.01156428
"1660","NADPase","PPK",8e-04,0.00266868
"1661","PDH","PPK",0.0034,0.01438122
"1662","PGI","PPK",-0.0135,0.01586382
"1663","PGK","PPK",9e-04,0.00266868
"1664","PGM","PPK",0.0113,0.0133434
"1665","PGP","PPK",0.0016,0.00340998
"1666","PNT","PPK",5e-04,0.00637518
"1667","PPK","PPK",0.0232,0.02045988
"1668","PRK","PPK",0.0016,0.00340998
"1669","PRSA","PPK",0.0033,0.00726474
"1670","PTA","PPK",-0.0073,0.01957032
"1671","PYK","PPK",-0.0394,0.03914064
"1672","RPE","PPK",0.0018,0.00340998
"1673","RPI","PPK",0.0012,0.00340998
"1674","RuBisC","PPK",0.0016,0.00340998
"1675","RuBisO","PPK",0.0016,0.00340998
"1676","SBPase","PPK",0,0.00266868
"1677","Sink_ACCOA","PPK",-0.0044,0.00622692
"1678","Sink_E4P","PPK",-6e-04,0.00459606
"1679","Sink_G6P","PPK",-0.0132,0.01601208
"1680","Sink_GLX","PPK",0.0016,0.00340998
"1681","Sink_H2O2","PPK",0.0016,0.00340998
"1682","Sink_O2G","PPK",0.0056,0.01467774
"1683","Sink_OAA","PPK",0.0175,0.02238726
"1684","Sink_P3G","PPK",3e-04,0.00770952
"1685","Sink_PRPP","PPK",0.0033,0.00726474
"1686","Sink_PYR","PPK",-0.0043,0.00874734
"1687","Supply_COA","PPK",-0.0044,0.00622692
"1688","Supply_FUM","PPK",-6e-04,0.00192738
"1689","Supply_P_i","PPK",-0.0013,0.00385476
"1690","TAL","PPK",-0.0013,0.00415128
"1691","TKT1","PPK",0.0023,0.00385476
"1692","TKT2","PPK",0.0014,0.00311346
"1693","TPI","PPK",6e-04,0.00252042
"1694","XFPK1","PPK",-0.0089,0.02045988
"1695","XFPK2","PPK",0.0131,0.02653854
"1696","ZWF","PPK",-0.0065,0.01022994
"1697","ACO","ME",0.0147,0.0489258
"1698","ADK","ME",0.0022,0.01289862
"1699","ALD","ME",0.0119,0.07753998
"1700","ATPSyn","ME",0.0015,0.00474432
"1701","CS","ME",0.0147,0.0489258
"1702","DEVB","ME",-0.013,0.02045988
"1703","ENO","ME",0.0243,0.03202416
"1704","FBA","ME",4e-04,0.00563388
"1705","FBPase","ME",0.0119,0.07753998
"1706","FUMC","ME",0.0843,0.10778502
"1707","GAPD","ME",0.0021,0.00533736
"1708","GLCO","ME",0.0035,0.00681996
"1709","GND","ME",-0.013,0.02045988
"1710","ICD","ME",0.0147,0.0489258
"1711","MDH","ME",0.886,0.73640742
"1712","ME","ME",0.2978,0.192738
"1713","NADPase","ME",-0.0022,0.00696822
"1714","PDH","ME",0.0996,0.1149015
"1715","PGI","ME",-0.0174,0.02772462
