"","Target","Effector","Median_FCC","MAD"
"564","Sink_ACCOA","RPI",-0.0218,0.04418148
"565","Sink_E4P","RPI",-0.0078,0.059304
"566","Sink_G6P","RPI",-0.0374,0.10570938
"567","Sink_GLX","RPI",0.0204,0.03157938
"568","Sink_H2O2","RPI",0.0204,0.03157938
"569","Sink_O2G","RPI",0.0234,0.10140984
"570","Sink_OAA","RPI",0.0836,0.1149015
"571","Sink_P3G","RPI",0.0938,0.12780012
"572","Sink_PRPP","RPI",-0.0746,0.10467156
"573","Sink_PYR","RPI",-0.011,0.06404832
"574","Supply_COA","RPI",-0.0218,0.04418148
"575","Supply_FUM","RPI",-0.0011,0.01126776
"576","Supply_P_i","RPI",-0.0055,0.029652
"577","TAL","RPI",-0.0131,0.04492278
"578","TKT1","RPI",0.0262,0.03676848
"579","TKT2","RPI",0.0147,0.02802114
"580","TPI","RPI",0.01,0.02550072
"581","XFPK1","RPI",-0.1364,0.20415402
"582","XFPK2","RPI",0.3169,0.36605394
"583","ZWF","RPI",-0.0148,0.09844464
"584","ACO","RPE",0.0174,0.0392889
"585","ADK","RPE",-3e-04,0.02475942
"586","ALD","RPE",-0.0209,0.13625094
"587","ATPSyn","RPE",0.0016,0.00859908
"588","CS","RPE",0.0174,0.0392889
"589","DEVB","RPE",-0.0253,0.04996362
"590","ENO","RPE",0.0313,0.044478
"591","FBA","RPE",0.002,0.01126776
"592","FBPase","RPE",-0.0209,0.13625094
"593","FUMC","RPE",-9e-04,0.00385476
"594","GAPD","RPE",0.0022,0.00919212
"595","GLCO","RPE",0.0047,0.01141602
"596","GND","RPE",-0.0253,0.04996362
"597","ICD","RPE",0.0174,0.0392889
"598","MDH","RPE",0.0301,0.09132816
"599","ME","RPE",0.0046,0.0185325
"600","NADPase","RPE",0.0017,0.00874734
"601","PDH","RPE",0.0235,0.05292882
"602","PGI","RPE",-0.0411,0.05767314
"603","PGK","RPE",0.0022,0.00919212
"604","PGM","RPE",0.0313,0.044478
"605","PGP","RPE",0.0047,0.01141602
"606","PNT","RPE",0.0078,0.02253552
"607","PPK","RPE",0.0212,0.03662022
"608","PRK","RPE",0.0047,0.01141602
"609","PRSA","RPE",-3e-04,0.02475942
"610","PTA","RPE",-0.0094,0.09681378
"611","PYK","RPE",0.0562,0.11460498
"612","RPE","RPE",0.0049,0.01141602
"613","RPI","RPE",0.0047,0.01200906
"614","RuBisC","RPE",0.0047,0.01141602
"615","RuBisO","RPE",0.0047,0.01141602
"616","SBPase","RPE",0.002,0.01126776
"617","Sink_ACCOA","RPE",0.002,0.0200151
"618","Sink_E4P","RPE",0.0018,0.02105292
"619","Sink_G6P","RPE",-0.0394,0.05619054
"620","Sink_GLX","RPE",0.0047,0.01141602
"621","Sink_H2O2","RPE",0.0047,0.01141602
"622","Sink_O2G","RPE",0.0174,0.0392889
"623","Sink_OAA","RPE",0.0126,0.0244629
"624","Sink_P3G","RPE",0.0115,0.02624202
"625","Sink_PRPP","RPE",-3e-04,0.02475942
"626","Sink_PYR","RPE",0.0118,0.02461116
"627","Supply_COA","RPE",0.002,0.0200151
"628","Supply_FUM","RPE",-9e-04,0.00385476
"629","Supply_P_i","RPE",-0.0019,0.0118608
"630","TAL","RPE",0.0011,0.01764294
"631","TKT1","RPE",0.0054,0.01363992
"632","TKT2","RPE",0.0042,0.01082298
"633","TPI","RPE",0.0014,0.00904386
"634","XFPK1","RPE",-0.0068,0.10140984
"635","XFPK2","RPE",-0.0723,0.16501338
"636","ZWF","RPE",-0.0253,0.04996362
"637","ACO","PRK",0.1631,0.28436268
"638","ADK","PRK",-0.1838,0.24670464
"639","ALD","PRK",0.4805,0.77347242
"640","ATPSyn","PRK",0.0352,0.06627222
"641","CS","PRK",0.1631,0.28436268
"642","DEVB","PRK",-0.1292,0.29652
"643","ENO","PRK",0.3213,0.2920722
"644","FBA","PRK",0.0062,0.08139474
"645","FBPase","PRK",0.4805,0.77347242
"646","FUMC","PRK",-0.0092,0.03365502
"647","GAPD","PRK",0.0427,0.0711648
"648","GLCO","PRK",0.0735,0.08569428
"649","GND","PRK",-0.1292,0.29652
"650","ICD","PRK",0.1631,0.28436268
"651","MDH","PRK",0.7779,0.82565994
"652","ME","PRK",0.1491,0.16442034
"653","NADPase","PRK",0.0383,0.06953394
"654","PDH","PRK",0.2394,0.31179078
"655","PGI","PRK",-0.3133,0.37702518
"656","PGK","PRK",0.0427,0.0711648
"657","PGM","PRK",0.3213,0.2920722
"658","PGP","PRK",0.0735,0.08569428
"659","PNT","PRK",0.0855,0.13654746
"660","PPK","PRK",0.3781,0.33121284
"661","PRK","PRK",0.0735,0.08569428
"662","PRSA","PRK",-0.1838,0.24670464
"663","PTA","PRK",-0.2742,0.48288282
"664","PYK","PRK",0.0553,0.69889764
"665","RPE","PRK",0.0727,0.08465646
"666","RPI","PRK",0.0771,0.0919212
"667","RuBisC","PRK",0.0735,0.08569428
"668","RuBisO","PRK",0.0735,0.08569428
"669","SBPase","PRK",0.0062,0.08139474
"670","Sink_ACCOA","PRK",-0.0271,0.11727366
"671","Sink_E4P","PRK",-0.0037,0.1312101
"672","Sink_G6P","PRK",-0.31,0.38369688
"673","Sink_GLX","PRK",0.0735,0.08569428
"674","Sink_H2O2","PRK",0.0735,0.08569428
"675","Sink_O2G","PRK",0.1631,0.28436268
"676","Sink_OAA","PRK",0.3076,0.38162124
"677","Sink_P3G","PRK",0.3219,0.3965955
"678","Sink_PRPP","PRK",-0.1838,0.24670464
"679","Sink_PYR","PRK",0.0157,0.17479854
"680","Supply_COA","PRK",-0.0271,0.11727366
"681","Supply_FUM","PRK",-0.0092,0.03365502
"682","Supply_P_i","PRK",-0.0277,0.08880774
"683","TAL","PRK",-0.0253,0.11920104
"684","TKT1","PRK",0.0897,0.096369
"685","TKT2","PRK",0.0582,0.07917084
"686","TPI","PRK",0.0329,0.0704235
"687","XFPK1","PRK",-0.315,0.5085318
"688","XFPK2","PRK",0.2467,0.6960807
"689","ZWF","PRK",-0.1292,0.29652
"690","ACO","PGM",0.011,0.12809664
"691","ADK","PGM",0.1492,0.1890315
"692","ALD","PGM",0.0222,0.31371816
"693","ATPSyn","PGM",-0.0045,0.04136454
"694","CS","PGM",0.011,0.12809664
"695","DEVB","PGM",-0.0287,0.13017228
"696","ENO","PGM",0.0335,0.13358226
"697","FBA","PGM",-0.0034,0.0407715
"698","FBPase","PGM",0.0222,0.31371816
"699","FUMC","PGM",-0.0026,0.01571556
"700","GAPD","PGM",-0.0045,0.04329192
"701","GLCO","PGM",-0.0077,0.05011188
"702","GND","PGM",-0.0287,0.13017228
"703","ICD","PGM",0.011,0.12809664
"704","MDH","PGM",0.1462,0.37850778
"705","ME","PGM",0.025,0.0778365
"706","NADPase","PGM",-0.0045,0.04195758
"707","PDH","PGM",0.0017,0.1519665
"708","PGI","PGM",-0.0399,0.15285606
"709","PGK","PGM",-0.0045,0.04329192
"710","PGM","PGM",0.0335,0.13358226
"711","PGP","PGM",-0.0077,0.05011188
"712","PNT","PGM",-0.0041,0.06701352
"713","PPK","PGM",0.053,0.14396046
"714","PRK","PGM",-0.0077,0.05011188
"715","PRSA","PGM",0.1492,0.1890315
"716","PTA","PGM",-0.0097,0.19481364
"717","PYK","PGM",-0.0928,0.39718854
"718","RPE","PGM",-0.0037,0.0496671
"719","RPI","PGM",-0.0153,0.05307708
"720","RuBisC","PGM",-0.0077,0.05011188
"721","RuBisO","PGM",-0.0077,0.05011188
"722","SBPase","PGM",-0.0034,0.0407715
"723","Sink_ACCOA","PGM",-0.0079,0.05218752
"724","Sink_E4P","PGM",-0.0052,0.05233578
"725","Sink_G6P","PGM",-0.0362,0.14929782
"726","Sink_GLX","PGM",-0.0077,0.05011188
"727","Sink_H2O2","PGM",-0.0077,0.05011188
"728","Sink_O2G","PGM",0.011,0.12809664
"729","Sink_OAA","PGM",0.0214,0.10200288
"730","Sink_P3G","PGM",-0.1167,0.17657766
"731","Sink_PRPP","PGM",0.1492,0.1890315
"732","Sink_PYR","PGM",-0.0015,0.08658384
"733","Supply_COA","PGM",-0.0079,0.05218752
"734","Supply_FUM","PGM",-0.0026,0.01571556
"735","Supply_P_i","PGM",-0.0074,0.07027524
"736","TAL","PGM",-0.0095,0.05381838
"737","TKT1","PGM",-0.0037,0.05544924
"738","TKT2","PGM",-0.0034,0.04536756
"739","TPI","PGM",-0.0046,0.0415128
"740","XFPK1","PGM",-0.0148,0.20771226
"741","XFPK2","PGM",0.0457,0.24789072
"742","ZWF","PGM",-0.0287,0.13017228
"743","ACO","ENO",0.0016,0.02060814
"744","ADK","ENO",0.0228,0.03024504
"745","ALD","ENO",0.0031,0.05055666
"746","ATPSyn","ENO",-6e-04,0.0066717
"747","CS","ENO",0.0016,0.02060814
"748","DEVB","ENO",-0.0043,0.02090466
"749","ENO","ENO",0.0047,0.02164596
"750","FBA","ENO",-5e-04,0.00637518
"751","FBPase","ENO",0.0031,0.05055666
"752","FUMC","ENO",-4e-04,0.00252042
"753","GAPD","ENO",-6e-04,0.00696822
"754","GLCO","ENO",-0.001,0.0081543
"755","GND","ENO",-0.0043,0.02090466
"756","ICD","ENO",0.0016,0.02060814
"757","MDH","ENO",0.0215,0.06108312
"758","ME","ENO",0.0037,0.0126021
"759","NADPase","ENO",-6e-04,0.0066717
"760","PDH","ENO",2e-04,0.0244629
"761","PGI","ENO",-0.0059,0.02416638
"762","PGK","ENO",-6e-04,0.00696822
"763","PGM","ENO",0.0047,0.02164596
"764","PGP","ENO",-0.001,0.0081543
"765","PNT","ENO",-6e-04,0.01082298
"766","PPK","ENO",0.0078,0.02327682
"767","PRK","ENO",-0.001,0.0081543
"768","PRSA","ENO",0.0228,0.03024504
"769","PTA","ENO",-0.0014,0.03128286
"770","PYK","ENO",-0.013,0.06419658
"771","RPE","ENO",-5e-04,0.00800604
"772","RPI","ENO",-0.0021,0.00874734
"773","RuBisC","ENO",-0.001,0.0081543
"774","RuBisO","ENO",-0.001,0.0081543
"775","SBPase","ENO",-5e-04,0.00637518
"776","Sink_ACCOA","ENO",-0.0012,0.00830256
"777","Sink_E4P","ENO",-8e-04,0.00830256
"778","Sink_G6P","ENO",-0.0054,0.02357334
"779","Sink_GLX","ENO",-0.001,0.0081543
"780","Sink_H2O2","ENO",-0.001,0.0081543
"781","Sink_O2G","ENO",0.0016,0.02060814
"782","Sink_OAA","ENO",0.0033,0.01601208
"783","Sink_P3G","ENO",-0.0171,0.02653854
"784","Sink_PRPP","ENO",0.0228,0.03024504
"785","Sink_PYR","ENO",-2e-04,0.01363992
"786","Supply_COA","ENO",-0.0012,0.00830256
"787","Supply_FUM","ENO",-4e-04,0.00252042
"788","Supply_P_i","ENO",-0.001,0.01126776
"789","TAL","ENO",-0.0014,0.00859908
"790","TKT1","ENO",-5e-04,0.0088956
"791","TKT2","ENO",-5e-04,0.00726474
"792","TPI","ENO",-6e-04,0.0066717
"793","XFPK1","ENO",-0.0021,0.0333585
"794","XFPK2","ENO",0.0065,0.04017846
"795","ZWF","ENO",-0.0043,0.02090466
"796","ACO","PYK",0.0085,0.06182442
"797","ADK","PYK",0.011,0.0259455
"798","ALD","PYK",0.0688,0.11653236
"799","ATPSyn","PYK",0.0033,0.00874734
"800","CS","PYK",0.0085,0.06182442
"801","DEVB","PYK",-0.0261,0.03869586
"802","ENO","PYK",0.0563,0.04685016
"803","FBA","PYK",0,0.01022994
"804","FBPase","PYK",0.0688,0.11653236
"805","FUMC","PYK",-4e-04,0.00874734
"806","GAPD","PYK",0.0045,0.00934038
"807","GLCO","PYK",0.0082,0.0118608
"808","GND","PYK",-0.0261,0.03869586
"809","ICD","PYK",0.0085,0.06182442
"810","MDH","PYK",-0.186,0.19926144
"811","ME","PYK",-0.044,0.0489258
"812","NADPase","PYK",0.0019,0.00934038
"813","PDH","PYK",0.1232,0.1156428
"814","PGI","PYK",-0.0536,0.05900748
"815","PGK","PYK",0.0045,0.00934038
"816","PGM","PYK",0.0563,0.04685016
"817","PGP","PYK",0.0082,0.0118608
"818","PNT","PYK",0.0503,0.05026014
"819","PPK","PYK",-0.0567,0.05619054
"820","PRK","PYK",0.0082,0.0118608
"821","PRSA","PYK",0.011,0.0259455
"822","PTA","PYK",-0.0877,0.10200288
"823","PYK","PYK",0.6702,0.21764568
"824","RPE","PYK",0.0096,0.01215732
"825","RPI","PYK",0.0055,0.01230558
"826","RuBisC","PYK",0.0082,0.0118608
"827","RuBisO","PYK",0.0082,0.0118608
"828","SBPase","PYK",0,0.01022994
"829","Sink_ACCOA","PYK",0.0286,0.04121628
"830","Sink_E4P","PYK",-0.0022,0.0170499
"831","Sink_G6P","PYK",-0.0529,0.06019356
"832","Sink_GLX","PYK",0.0082,0.0118608
"833","Sink_H2O2","PYK",0.0082,0.0118608
"834","Sink_O2G","PYK",0.0085,0.06182442
"835","Sink_OAA","PYK",-0.0333,0.0467019
"836","Sink_P3G","PYK",0.0014,0.02876244
"837","Sink_PRPP","PYK",0.011,0.0259455
"838","Sink_PYR","PYK",0.139,0.13373052
"839","Supply_COA","PYK",0.0286,0.04121628
"840","Supply_FUM","PYK",-4e-04,0.00874734
"841","Supply_P_i","PYK",-0.0059,0.01304688
"842","TAL","PYK",-0.0053,0.014826
"843","TKT1","PYK",0.0132,0.01452948
"844","TKT2","PYK",0.0061,0.01082298
"845","TPI","PYK",0.0026,0.0088956
"846","XFPK1","PYK",-0.0946,0.10585764
"847","XFPK2","PYK",0.0081,0.10541286
"848","ZWF","PYK",-0.0261,0.03869586
"849","ACO","PDH",0.12,0.1445535
"850","ADK","PDH",7e-04,0.01141602
"851","ALD","PDH",-0.0187,0.0926625
"852","ATPSyn","PDH",8e-04,0.0044478
"853","CS","PDH",0.12,0.1445535
"854","DEVB","PDH",-0.0128,0.01957032
"855","ENO","PDH",0.0238,0.0274281
"856","FBA","PDH",8e-04,0.00637518
"857","FBPase","PDH",-0.0187,0.0926625
"858","FUMC","PDH",0.001,0.00756126
"859","GAPD","PDH",0.0014,0.00489258
"860","GLCO","PDH",0.0028,0.0059304
"861","GND","PDH",-0.0128,0.01957032
"862","ICD","PDH",0.12,0.1445535
"863","MDH","PDH",0.0684,0.13061706
"864","ME","PDH",0.0183,0.03676848
"865","NADPase","PDH",-0.0057,0.0066717
"866","PDH","PDH",0.3264,0.1964445
"867","PGI","PDH",-0.01,0.02283204
"868","PGK","PDH",0.0014,0.00489258
"869","PGM","PDH",0.0238,0.0274281
"870","PGP","PDH",0.0028,0.0059304
"871","PNT","PDH",0.1442,0.08643558
"872","PPK","PDH",0.0234,0.03350676
"873","PRK","PDH",0.0028,0.0059304
"874","PRSA","PDH",7e-04,0.01141602
"875","PTA","PDH",-0.1137,0.12394536
"876","PYK","PDH",0.016,0.1549317
"877","RPE","PDH",0.0041,0.00622692
"878","RPI","PDH",6e-04,0.00622692
"879","RuBisC","PDH",0.0028,0.0059304
"880","RuBisO","PDH",0.0028,0.0059304
"881","SBPase","PDH",8e-04,0.00637518
"882","Sink_ACCOA","PDH",0.1209,0.1200906
"883","Sink_E4P","PDH",0.0013,0.0103782
"884","Sink_G6P","PDH",-0.0092,0.02238726
"885","Sink_GLX","PDH",0.0028,0.0059304
"886","Sink_H2O2","PDH",0.0028,0.0059304
"887","Sink_O2G","PDH",0.12,0.1445535
"888","Sink_OAA","PDH",-0.005,0.0163086
"889","Sink_P3G","PDH",0.0014,0.01200906
"890","Sink_PRPP","PDH",7e-04,0.01141602
"891","Sink_PYR","PDH",-0.1674,0.16708902
"892","Supply_COA","PDH",0.1209,0.1200906
"893","Supply_FUM","PDH",0.001,0.00756126
"894","Supply_P_i","PDH",-9e-04,0.0059304
"895","TAL","PDH",0.0013,0.00978516
"896","TKT1","PDH",0.0076,0.00904386
"897","TKT2","PDH",6e-04,0.00578214
"898","TPI","PDH",1e-04,0.00489258
"899","XFPK1","PDH",-0.1174,0.12646578
"900","XFPK2","PDH",-0.048,0.10200288
"901","ZWF","PDH",-0.0128,0.01957032
"902","ACO","XFPK1",0.0632,0.08688036
"903","ADK","XFPK1",0.0178,0.02683506
"904","ALD","XFPK1",0.0069,0.10941588
"905","ATPSyn","XFPK1",5e-04,0.0081543
"906","CS","XFPK1",0.0632,0.08688036
"907","DEVB","XFPK1",-0.0202,0.03306198
"908","ENO","XFPK1",-0.0279,0.03884412
"909","FBA","XFPK1",0.0024,0.0103782
"910","FBPase","XFPK1",0.0069,0.10941588
"911","FUMC","XFPK1",6e-04,0.00400302
"912","GAPD","XFPK1",-1e-04,0.00874734
"913","GLCO","XFPK1",-0.0016,0.0103782
"914","GND","XFPK1",-0.0202,0.03306198
"915","ICD","XFPK1",0.0632,0.08688036
"916","MDH","XFPK1",-0.0364,0.0919212
"917","ME","XFPK1",-0.0059,0.02016336
"918","NADPase","XFPK1",9e-04,0.00845082
"919","PDH","XFPK1",-0.1336,0.13595442
"920","PGI","XFPK1",-0.0402,0.05100144
"921","PGK","XFPK1",-1e-04,0.00874734
"922","PGM","XFPK1",-0.0279,0.03884412
"923","PGP","XFPK1",-0.0016,0.0103782
"924","PNT","XFPK1",-0.0552,0.0585627
"925","PPK","XFPK1",-0.0019,0.0348411
"926","PRK","XFPK1",-0.0016,0.0103782
"927","PRSA","XFPK1",0.0178,0.02683506
"928","PTA","XFPK1",0.4681,0.3269133
"929","PYK","XFPK1",-0.1457,0.15908298
"930","RPE","XFPK1",-0.0052,0.01097124
"931","RPI","XFPK1",0.0049,0.01141602
"932","RuBisC","XFPK1",-0.0016,0.0103782
"933","RuBisO","XFPK1",-0.0016,0.0103782
"934","SBPase","XFPK1",0.0024,0.0103782
"935","Sink_ACCOA","XFPK1",0.0632,0.0756126
"936","Sink_E4P","XFPK1",5e-04,0.01527078
"937","Sink_G6P","XFPK1",-0.0392,0.05100144
"938","Sink_GLX","XFPK1",-0.0016,0.0103782
"939","Sink_H2O2","XFPK1",-0.0016,0.0103782
"940","Sink_O2G","XFPK1",0.0632,0.08688036
"941","Sink_OAA","XFPK1",-0.0055,0.02209074
"942","Sink_P3G","XFPK1",-0.0015,0.02268378
"943","Sink_PRPP","XFPK1",0.0178,0.02683506
"944","Sink_PYR","XFPK1",0.0015,0.0385476
"945","Supply_COA","XFPK1",0.0632,0.0756126
"946","Supply_FUM","XFPK1",6e-04,0.00400302
"947","Supply_P_i","XFPK1",-0.0026,0.01349166
"948","TAL","XFPK1",7e-04,0.01512252
"949","TKT1","XFPK1",-0.0207,0.01868076
"950","TKT2","XFPK1",0.0063,0.0103782
"951","TPI","XFPK1",0.0035,0.00874734
"952","XFPK1","XFPK1",0.5103,0.32780286
"953","XFPK2","XFPK1",-0.3088,0.36219918
"954","ZWF","XFPK1",-0.0202,0.03306198
"955","ACO","XFPK2",0.0032,0.00459606
"956","ADK","XFPK2",0.0012,0.00177912
"957","ALD","XFPK2",0.0027,0.00652344
"958","ATPSyn","XFPK2",0,0.00044478
"959","CS","XFPK2",0.0032,0.00459606
"960","DEVB","XFPK2",-0.0015,0.0022239
"961","ENO","XFPK2",-0.0015,0.0022239
"962","FBA","XFPK2",0,0.00059304
"963","FBPase","XFPK2",0.0027,0.00652344
"964","FUMC","XFPK2",0,0.00029652
"965","GAPD","XFPK2",-1e-04,0.00059304
"966","GLCO","XFPK2",-1e-04,0.00059304
"967","GND","XFPK2",-0.0015,0.0022239
"968","ICD","XFPK2",0.0032,0.00459606
"969","MDH","XFPK2",-0.0014,0.00548562
"970","ME","XFPK2",-2e-04,0.00118608
"971","NADPase","XFPK2",0,0.00044478
"972","PDH","XFPK2",-0.007,0.00711648
"973","PGI","XFPK2",-0.0027,0.00326172
"974","PGK","XFPK2",-1e-04,0.00059304
"975","PGM","XFPK2",-0.0015,0.0022239
"976","PGP","XFPK2",-1e-04,0.00059304
"977","PNT","XFPK2",-0.0029,0.00311346
"978","PPK","XFPK2",0,0.00207564
"979","PRK","XFPK2",-1e-04,0.00059304
"980","PRSA","XFPK2",0.0012,0.00177912
"981","PTA","XFPK2",0.0238,0.01734642
"982","PYK","XFPK2",-0.0086,0.00904386
"983","RPE","XFPK2",-3e-04,0.00059304
"984","RPI","XFPK2",2e-04,0.0007413
"985","RuBisC","XFPK2",-1e-04,0.00059304
"986","RuBisO","XFPK2",-1e-04,0.00059304
"987","SBPase","XFPK2",0,0.00059304
"988","Sink_ACCOA","XFPK2",0.003,0.0037065
"989","Sink_E4P","XFPK2",-1e-04,0.00103782
"990","Sink_G6P","XFPK2",-0.0026,0.00326172
"991","Sink_GLX","XFPK2",-1e-04,0.00059304
"992","Sink_H2O2","XFPK2",-1e-04,0.00059304
"993","Sink_O2G","XFPK2",0.0032,0.00459606
"994","Sink_OAA","XFPK2",-2e-04,0.00133434
"995","Sink_P3G","XFPK2",0,0.00133434
"996","Sink_PRPP","XFPK2",0.0012,0.00177912
"997","Sink_PYR","XFPK2",0,0.0022239
"998","Supply_COA","XFPK2",0.003,0.0037065
"999","Supply_FUM","XFPK2",0,0.00029652
"1000","Supply_P_i","XFPK2",-1e-04,0.0007413
"1001","TAL","XFPK2",-2e-04,0.00088956
"1002","TKT1","XFPK2",0.0019,0.00103782
"1003","TKT2","XFPK2",3e-04,0.00059304
"1004","TPI","XFPK2",1e-04,0.00059304
"1005","XFPK1","XFPK2",-0.0267,0.01734642
"1006","XFPK2","XFPK2",0.9851,0.0188290200000001
"1007","ZWF","XFPK2",-0.0015,0.0022239
"1008","ACO","PTA",0.0155,0.02342508
"1009","ADK","PTA",0.004,0.00696822
"1010","ALD","PTA",8e-04,0.0318759
"1011","ATPSyn","PTA",0,0.00252042
"1012","CS","PTA",0.0155,0.02342508
"1013","DEVB","PTA",-0.0048,0.00904386
"1014","ENO","PTA",-0.0064,0.0126021
"1015","FBA","PTA",3e-04,0.0029652
"1016","FBPase","PTA",8e-04,0.0318759
"1017","FUMC","PTA",1e-04,0.00103782
"1018","GAPD","PTA",0,0.00266868
"1019","GLCO","PTA",-2e-04,0.00326172
"1020","GND","PTA",-0.0048,0.00904386
"1021","ICD","PTA",0.0155,0.02342508
"1022","MDH","PTA",-0.0065,0.02920722
"1023","ME","PTA",-9e-04,0.00622692
"1024","NADPase","PTA",1e-04,0.00252042
"1025","PDH","PTA",-0.0378,0.05470794
"1026","PGI","PTA",-0.0104,0.01527078
"1027","PGK","PTA",0,0.00266868
"1028","PGM","PTA",-0.0064,0.0126021
"1029","PGP","PTA",-2e-04,0.00326172
"1030","PNT","PTA",-0.015,0.02194248
"1031","PPK","PTA",-1e-04,0.01052646
"1032","PRK","PTA",-2e-04,0.00326172
"1033","PRSA","PTA",0.004,0.00696822
"1034","PTA","PTA",0.1787,0.24284988
"1035","PYK","PTA",-0.0419,0.06108312
"1036","RPE","PTA",-9e-04,0.0037065
"1037","RPI","PTA",8e-04,0.00385476
"1038","RuBisC","PTA",-2e-04,0.00326172
"1039","RuBisO","PTA",-2e-04,0.00326172
"1040","SBPase","PTA",3e-04,0.0029652
"1041","Sink_ACCOA","PTA",0.0173,0.0252042
"1042","Sink_E4P","PTA",0,0.00385476
"1043","Sink_G6P","PTA",-0.0099,0.01452948
"1044","Sink_GLX","PTA",-2e-04,0.00326172
"1045","Sink_H2O2","PTA",-2e-04,0.00326172
"1046","Sink_O2G","PTA",0.0155,0.02342508
"1047","Sink_OAA","PTA",-0.001,0.00578214
"1048","Sink_P3G","PTA",-2e-04,0.00578214
"1049","Sink_PRPP","PTA",0.004,0.00696822
"1050","Sink_PYR","PTA",1e-04,0.01008168
"1051","Supply_COA","PTA",0.0173,0.0252042
"1052","Supply_FUM","PTA",1e-04,0.00103782
"1053","Supply_P_i","PTA",-3e-04,0.00429954
"1054","TAL","PTA",0,0.00459606
"1055","TKT1","PTA",-0.0051,0.00756126
"1056","TKT2","PTA",0.0013,0.00355824
"1057","TPI","PTA",6e-04,0.0029652
"1058","XFPK1","PTA",0.1737,0.23751252
"1059","XFPK2","PTA",0.2374,0.3091221
"1060","ZWF","PTA",-0.0048,0.00904386
"1061","ACO","ATPSyn",0.1337,0.5240991
"1062","ADK","ATPSyn",0.548,0.64997184
"1063","ALD","ATPSyn",0.4444,1.519665
"1064","ATPSyn","ATPSyn",0.2931,0.30897384
"1065","CS","ATPSyn",0.1337,0.5240991
"1066","DEVB","ATPSyn",0.4281,0.63929712
"1067","ENO","ATPSyn",0.1015,0.48169674
"1068","FBA","ATPSyn",0.2327,0.32720982
"1069","FBPase","ATPSyn",0.4444,1.519665
"1070","FUMC","ATPSyn",0.0326,0.07101654
"1071","GAPD","ATPSyn",0.2783,0.30882558
"1072","GLCO","ATPSyn",0.2701,0.31045644
"1073","GND","ATPSyn",0.4281,0.63929712
"1074","ICD","ATPSyn",0.1337,0.5240991
"1075","MDH","ATPSyn",-0.2615,1.47414918
"1076","ME","ATPSyn",-0.0052,0.31846248
"1077","NADPase","ATPSyn",0.2785,0.3120873
"1078","PDH","ATPSyn",0.2967,0.62328504
"1079","PGI","ATPSyn",0.2838,0.63484932
"1080","PGK","ATPSyn",0.2783,0.30882558
"1081","PGM","ATPSyn",0.1015,0.48169674
"1082","PGP","ATPSyn",0.2701,0.31045644
"1083","PNT","ATPSyn",0.168,0.29014482
"1084","PPK","ATPSyn",0.0244,0.47784198
"1085","PRK","ATPSyn",0.2701,0.31045644
"1086","PRSA","ATPSyn",0.548,0.64997184
"1087","PTA","ATPSyn",-0.2789,0.92573544
"1088","PYK","ATPSyn",0.4986,1.4952021
"1089","RPE","ATPSyn",0.2873,0.31015992
"1090","RPI","ATPSyn",0.2316,0.3157938
"1091","RuBisC","ATPSyn",0.2701,0.31045644
"1092","RuBisO","ATPSyn",0.2701,0.31045644
"1093","SBPase","ATPSyn",0.2327,0.32720982
"1094","Sink_ACCOA","ATPSyn",0.0171,0.24655638
"1095","Sink_E4P","ATPSyn",0.1019,0.28376964
"1096","Sink_G6P","ATPSyn",0.2589,0.62402634
"1097","Sink_GLX","ATPSyn",0.2701,0.31045644
"1098","Sink_H2O2","ATPSyn",0.2701,0.31045644
"1099","Sink_O2G","ATPSyn",0.1337,0.5240991
"1100","Sink_OAA","ATPSyn",0.0174,0.32661678
"1101","Sink_P3G","ATPSyn",0.1959,0.3995607
"1102","Sink_PRPP","ATPSyn",0.548,0.64997184
"1103","Sink_PYR","ATPSyn",0.004,0.3617544
"1104","Supply_COA","ATPSyn",0.0171,0.24655638
"1105","Supply_FUM","ATPSyn",0.0326,0.07101654
"1106","Supply_P_i","ATPSyn",0.4402,0.32632026
"1107","TAL","ATPSyn",0.225,0.36812958
"1108","TKT1","ATPSyn",0.3001,0.31549728
"1109","TKT2","ATPSyn",0.2659,0.30304344
"1110","TPI","ATPSyn",0.2684,0.3068982
"1111","XFPK1","ATPSyn",-0.2598,0.98548422
"1112","XFPK2","ATPSyn",-0.6631,1.2038712
"1113","ZWF","ATPSyn",0.4281,0.63929712
"1114","ACO","NADPase",-0.1937,0.6478962
"1115","ADK","NADPase",-0.2015,0.46583292
"1116","ALD","NADPase",-1.1127,1.81307154
"1117","ATPSyn","NADPase",0.0596,0.21186354
"1118","CS","NADPase",-0.1937,0.6478962
"1119","DEVB","NADPase",-0.1595,0.8851122
"1120","ENO","NADPase",0.0487,0.5537511
"1121","FBA","NADPase",0.1215,0.24003294
"1122","FBPase","NADPase",-1.1127,1.81307154
"1123","FUMC","NADPase",-0.1414,0.19777884
"1124","GAPD","NADPase",0.0698,0.2238726
"1125","GLCO","NADPase",0.0582,0.23528862
"1126","GND","NADPase",-0.1595,0.8851122
"1127","ICD","NADPase",-0.1937,0.6478962
"1128","MDH","NADPase",0.9053,2.27786664
"1129","ME","NADPase",0.0464,0.52350606
"1130","NADPase","NADPase",0.0979,0.23484384
"1131","PDH","NADPase",-0.3208,0.8146887
