"","Target","Effector","Median_FCC","MAD"
"1721","PRK","ME",0.0021,0.0088956
"1722","PRSA","ME",0.0017,0.01838424
"1723","PTA","ME",-0.0357,0.08035692
"1724","PYK","ME",-0.2536,0.25737936
"1725","RPE","ME",0.0026,0.00919212
"1726","RPI","ME",0.0012,0.0088956
"1727","RuBisC","ME",0.0021,0.0088956
"1728","RuBisO","ME",0.0021,0.0088956
"1729","SBPase","ME",-1e-04,0.00652344
"1730","Sink_ACCOA","ME",0.0269,0.03884412
"1731","Sink_E4P","ME",-4e-04,0.01793946
"1732","Sink_G6P","ME",-0.0093,0.03958542
"1733","Sink_GLX","ME",0.0021,0.0088956
"1734","Sink_H2O2","ME",0.0021,0.0088956
"1735","Sink_O2G","ME",0.0088,0.04240236
"1736","Sink_OAA","ME",-0.0187,0.0281694
"1737","Sink_P3G","ME",-7e-04,0.02016336
"1738","Sink_PRPP","ME",0.0017,0.01838424
"1739","Sink_PYR","ME",0.1183,0.13891962
"1740","Supply_COA","ME",0.0269,0.03884412
"1741","Supply_FUM","ME",0.0843,0.10852632
"1742","Supply_P_i","ME",-0.0021,0.00948864
"1743","TAL","ME",-0.0029,0.01141602
"1744","TKT1","ME",0.0037,0.01141602
"1745","TKT2","ME",0.0013,0.00800604
"1746","TPI","ME",8e-04,0.00652344
"1747","XFPK1","ME",-0.0361,0.0852495
"1748","XFPK2","ME",-0.0316,0.11089848
"1749","ZWF","ME",-0.0083,0.03009678
"1750","ACO","PGP",0,0
"1751","ADK","PGP",0,0
"1752","ALD","PGP",0,0
"1753","ATPSyn","PGP",0,0
"1754","CS","PGP",0,0
"1755","DEVB","PGP",0,0
"1756","ENO","PGP",0,0
"1757","FBA","PGP",0,0
"1758","FBPase","PGP",0,0
"1759","FUMC","PGP",0,0
"1760","GAPD","PGP",0,0
"1761","GLCO","PGP",0,0
"1762","GND","PGP",0,0
"1763","ICD","PGP",0,0
"1764","MDH","PGP",0,0
"1765","ME","PGP",0,0
"1766","NADPase","PGP",0,0
"1767","PDH","PGP",0,0
"1768","PGI","PGP",0,0
"1769","PGK","PGP",0,0
"1770","PGM","PGP",0,0
"1771","PGP","PGP",0,0
"1772","PNT","PGP",0,0
"1773","PPK","PGP",0,0
"1774","PRK","PGP",0,0
"1775","PRSA","PGP",0,0
"1776","PTA","PGP",0,0
"1777","PYK","PGP",0,0
"1778","RPE","PGP",0,0
"1779","RPI","PGP",0,0
"1780","RuBisC","PGP",0,0
"1781","RuBisO","PGP",0,0
"1782","SBPase","PGP",0,0
"1783","Sink_ACCOA","PGP",0,0
"1784","Sink_E4P","PGP",0,0
"1785","Sink_G6P","PGP",0,0
"1786","Sink_GLX","PGP",0,0
"1787","Sink_H2O2","PGP",0,0
"1788","Sink_O2G","PGP",0,0
"1789","Sink_OAA","PGP",0,0
"1790","Sink_P3G","PGP",0,0
"1791","Sink_PRPP","PGP",0,0
"1792","Sink_PYR","PGP",0,0
"1793","Supply_COA","PGP",0,0
"1794","Supply_FUM","PGP",0,0
"1795","Supply_P_i","PGP",0,0
"1796","TAL","PGP",0,0
"1797","TKT1","PGP",0,0
"1798","TKT2","PGP",0,0
"1799","TPI","PGP",0,0
"1800","XFPK1","PGP",0,0
"1801","XFPK2","PGP",0,0
"1802","ZWF","PGP",0,0
"1803","ACO","GLCO",0,0
"1804","ADK","GLCO",0,0
"1805","ALD","GLCO",0,0
"1806","ATPSyn","GLCO",0,0
"1807","CS","GLCO",0,0
"1808","DEVB","GLCO",0,0
"1809","ENO","GLCO",0,0
"1810","FBA","GLCO",0,0
"1811","FBPase","GLCO",0,0
"1812","FUMC","GLCO",0,0
"1813","GAPD","GLCO",0,0
"1814","GLCO","GLCO",0,0
"1815","GND","GLCO",0,0
"1816","ICD","GLCO",0,0
"1817","MDH","GLCO",0,0
"1818","ME","GLCO",0,0
"1819","NADPase","GLCO",0,0
"1820","PDH","GLCO",0,0
"1821","PGI","GLCO",0,0
"1822","PGK","GLCO",0,0
"1823","PGM","GLCO",0,0
"1824","PGP","GLCO",0,0
"1825","PNT","GLCO",0,0
"1826","PPK","GLCO",0,0
"1827","PRK","GLCO",0,0
"1828","PRSA","GLCO",0,0
"1829","PTA","GLCO",0,0
"1830","PYK","GLCO",0,0
"1831","RPE","GLCO",0,0
"1832","RPI","GLCO",0,0
"1833","RuBisC","GLCO",0,0
"1834","RuBisO","GLCO",0,0
"1835","SBPase","GLCO",0,0
"1836","Sink_ACCOA","GLCO",0,0
"1837","Sink_E4P","GLCO",0,0
"1838","Sink_G6P","GLCO",0,0
"1839","Sink_GLX","GLCO",0,0
"1840","Sink_H2O2","GLCO",0,0
"1841","Sink_O2G","GLCO",0,0
"1842","Sink_OAA","GLCO",0,0
"1843","Sink_P3G","GLCO",0,0
"1844","Sink_PRPP","GLCO",0,0
"1845","Sink_PYR","GLCO",0,0
"1846","Supply_COA","GLCO",0,0
"1847","Supply_FUM","GLCO",0,0
"1848","Supply_P_i","GLCO",0,0
"1849","TAL","GLCO",0,0
"1850","TKT1","GLCO",0,0
"1851","TKT2","GLCO",0,0
"1852","TPI","GLCO",0,0
"1853","XFPK1","GLCO",0,0
"1854","XFPK2","GLCO",0,0
"1855","ZWF","GLCO",0,0
"1856","ACO","RuBisO",-0.0676,0.09814812
"1857","ADK","RuBisO",0.0394,0.07724346
"1858","ALD","RuBisO",0.1124,0.26879538
"1859","ATPSyn","RuBisO",0.0132,0.02238726
"1860","CS","RuBisO",-0.0676,0.09814812
"1861","DEVB","RuBisO",-0.0782,0.11608758
"1862","ENO","RuBisO",-0.0823,0.10318896
"1863","FBA","RuBisO",-0.0013,0.02461116
"1864","FBPase","RuBisO",0.1124,0.26879538
"1865","FUMC","RuBisO",0.0054,0.01275036
"1866","GAPD","RuBisO",0.0053,0.0237216
"1867","GLCO","RuBisO",0.9838,0.0292072200000001
"1868","GND","RuBisO",-0.0782,0.11608758
"1869","ICD","RuBisO",-0.0676,0.09814812
"1870","MDH","RuBisO",-0.0563,0.24878028
"1871","ME","RuBisO",-0.0034,0.0533736
"1872","NADPase","RuBisO",0.0064,0.0229803
"1873","PDH","RuBisO",-0.0249,0.13150662
"1874","PGI","RuBisO",-0.1636,0.1601208
"1875","PGK","RuBisO",0.0053,0.0237216
"1876","PGM","RuBisO",-0.0823,0.10318896
"1877","PGP","RuBisO",0.9838,0.0292072200000001
"1878","PNT","RuBisO",-0.0022,0.05811792
"1879","PPK","RuBisO",-0.0478,0.0985929
"1880","PRK","RuBisO",0.0141,0.02920722
"1881","PRSA","RuBisO",0.0394,0.07724346
"1882","PTA","RuBisO",-0.0746,0.22179696
"1883","PYK","RuBisO",-0.1874,0.31223556
"1884","RPE","RuBisO",0.0166,0.02994852
"1885","RPI","RuBisO",0.0095,0.02994852
"1886","RuBisC","RuBisO",-0.0162,0.02920722
"1887","RuBisO","RuBisO",0.9838,0.0292072200000001
"1888","SBPase","RuBisO",-0.0013,0.02461116
"1889","Sink_ACCOA","RuBisO",-0.0285,0.0511497
"1890","Sink_E4P","RuBisO",-0.0056,0.0630105
"1891","Sink_G6P","RuBisO",-0.1622,0.16516164
"1892","Sink_GLX","RuBisO",0.9838,0.0292072200000001
"1893","Sink_H2O2","RuBisO",0.9838,0.0292072200000001
"1894","Sink_O2G","RuBisO",-0.0676,0.09814812
"1895","Sink_OAA","RuBisO",-0.0188,0.07620564
"1896","Sink_P3G","RuBisO",-0.0082,0.08258082
"1897","Sink_PRPP","RuBisO",0.0394,0.07724346
"1898","Sink_PYR","RuBisO",-0.0628,0.08940078
"1899","Supply_COA","RuBisO",-0.0285,0.0511497
"1900","Supply_FUM","RuBisO",0.0054,0.01275036
"1901","Supply_P_i","RuBisO",-0.0277,0.0392889
"1902","TAL","RuBisO",-0.0168,0.03750978
"1903","TKT1","RuBisO",0.0218,0.03662022
"1904","TKT2","RuBisO",0.012,0.0266868
"1905","TPI","RuBisO",0.002,0.0229803
"1906","XFPK1","RuBisO",-0.0947,0.23514036
"1907","XFPK2","RuBisO",0.1907,0.30882558
"1908","ZWF","RuBisO",-0.0782,0.11608758
"1909","ACO","FUMC",0.0416,0.05826618
"1910","ADK","FUMC",-0.0056,0.02268378
"1911","ALD","FUMC",-0.0135,0.11356716
"1912","ATPSyn","FUMC",-0.0011,0.00874734
"1913","CS","FUMC",0.0416,0.05826618
"1914","DEVB","FUMC",0.0132,0.0452193
"1915","ENO","FUMC",-0.0334,0.04640538
"1916","FBA","FUMC",0,0.01008168
"1917","FBPase","FUMC",-0.0135,0.11356716
"1918","FUMC","FUMC",0.3779,0.24107076
"1919","GAPD","FUMC",-0.0016,0.00948864
"1920","GLCO","FUMC",-0.0042,0.01141602
"1921","GND","FUMC",0.0132,0.0452193
"1922","ICD","FUMC",0.0416,0.05826618
"1923","MDH","FUMC",-0.41,0.46064382
"1924","ME","FUMC",0.1768,0.15374562
"1925","NADPase","FUMC",-0.0128,0.01363992
"1926","PDH","FUMC",0.0464,0.09355206
"1927","PGI","FUMC",0.0468,0.05915574
"1928","PGK","FUMC",-0.0016,0.00948864
"1929","PGM","FUMC",-0.0334,0.04640538
"1930","PGP","FUMC",-0.0042,0.01141602
"1931","PNT","FUMC",0.2389,0.1601208
"1932","PPK","FUMC",-0.0259,0.05174274
"1933","PRK","FUMC",-0.0042,0.01141602
"1934","PRSA","FUMC",-0.0056,0.02268378
"1935","PTA","FUMC",0.0123,0.09473814
"1936","PYK","FUMC",-0.0486,0.19155192
"1937","RPE","FUMC",-0.0047,0.01156428
"1938","RPI","FUMC",-0.0033,0.01200906
"1939","RuBisC","FUMC",-0.0042,0.01141602
"1940","RuBisO","FUMC",-0.0042,0.01141602
"1941","SBPase","FUMC",0,0.01008168
"1942","Sink_ACCOA","FUMC",0.0291,0.0422541
"1943","Sink_E4P","FUMC",0.001,0.02431464
"1944","Sink_G6P","FUMC",0.0462,0.05915574
"1945","Sink_GLX","FUMC",-0.0042,0.01141602
"1946","Sink_H2O2","FUMC",-0.0042,0.01141602
"1947","Sink_O2G","FUMC",0.0416,0.05826618
"1948","Sink_OAA","FUMC",0.0059,0.02772462
"1949","Sink_P3G","FUMC",-0.0055,0.02550072
"1950","Sink_PRPP","FUMC",-0.0056,0.02268378
"1951","Sink_PYR","FUMC",0.1167,0.1371405
"1952","Supply_COA","FUMC",0.0291,0.0422541
"1953","Supply_FUM","FUMC",0.3779,0.24107076
"1954","Supply_P_i","FUMC",0.0034,0.01156428
"1955","TAL","FUMC",0.0034,0.0163086
"1956","TKT1","FUMC",-0.006,0.01378818
"1957","TKT2","FUMC",-0.0037,0.01067472
"1958","TPI","FUMC",-8e-04,0.00934038
"1959","XFPK1","FUMC",0.0194,0.09903768
"1960","XFPK2","FUMC",-0.0968,0.1438122
"1961","ZWF","FUMC",0.0132,0.0452193
"1962","ACO","TAL",8e-04,0.11608758
"1963","ADK","TAL",-0.0212,0.07012698
"1964","ALD","TAL",-0.6667,0.65071314
"1965","ATPSyn","TAL",0.0046,0.0289107
"1966","CS","TAL",8e-04,0.11608758
"1967","DEVB","TAL",0.102,0.15908298
"1968","ENO","TAL",-0.0468,0.10882284
"1969","FBA","TAL",0.0351,0.04951884
"1970","FBPase","TAL",-0.6667,0.65071314
"1971","FUMC","TAL",0.0041,0.01378818
"1972","GAPD","TAL",0.0046,0.03128286
"1973","GLCO","TAL",-7e-04,0.03306198
"1974","GND","TAL",0.102,0.15908298
"1975","ICD","TAL",8e-04,0.11608758
"1976","MDH","TAL",-0.1901,0.34722492
"1977","ME","TAL",-0.0304,0.06879264
"1978","NADPase","TAL",0.0051,0.03054156
"1979","PDH","TAL",-0.0427,0.15448692
"1980","PGI","TAL",0.1345,0.18576978
"1981","PGK","TAL",0.0046,0.03128286
"1982","PGM","TAL",-0.0468,0.10882284
"1983","PGP","TAL",-7e-04,0.03306198
"1984","PNT","TAL",-0.0118,0.06716178
"1985","PPK","TAL",-0.0614,0.1089711
"1986","PRK","TAL",-7e-04,0.03306198
"1987","PRSA","TAL",-0.0212,0.07012698
"1988","PTA","TAL",0.1395,0.30200562
"1989","PYK","TAL",0.0051,0.40504632
"1990","RPE","TAL",-0.0021,0.03172764
"1991","RPI","TAL",0.0024,0.03899238
"1992","RuBisC","TAL",-7e-04,0.03306198
"1993","RuBisO","TAL",-7e-04,0.03306198
"1994","SBPase","TAL",0.0351,0.04951884
"1995","Sink_ACCOA","TAL",0.0283,0.07546434
"1996","Sink_E4P","TAL",0.0549,0.16664424
"1997","Sink_G6P","TAL",0.1292,0.18147024
"1998","Sink_GLX","TAL",-7e-04,0.03306198
"1999","Sink_H2O2","TAL",-7e-04,0.03306198
"2000","Sink_O2G","TAL",8e-04,0.11608758
"2001","Sink_OAA","TAL",-0.0367,0.07413
"2002","Sink_P3G","TAL",-0.05,0.08643558
"2003","Sink_PRPP","TAL",-0.0212,0.07012698
"2004","Sink_PYR","TAL",0,0.09103164
"2005","Supply_COA","TAL",0.0283,0.07546434
"2006","Supply_FUM","TAL",0.0041,0.01378818
"2007","Supply_P_i","TAL",-0.0025,0.03232068
"2008","TAL","TAL",0.0737,0.07768824
"2009","TKT1","TAL",-0.0059,0.0355824
"2010","TKT2","TAL",8e-04,0.03395154
"2011","TPI","TAL",0.0082,0.03424806
"2012","XFPK1","TAL",0.1789,0.3298785
"2013","XFPK2","TAL",-0.3977,0.47769372
"2014","ZWF","TAL",0.102,0.15908298
"2015","ACO","PRSA",-0.0176,0.0526323
"2016","ADK","PRSA",0.1326,0.15582126
"2017","ALD","PRSA",-0.0158,0.16738554
"2018","ATPSyn","PRSA",-0.0124,0.01808772
"2019","CS","PRSA",-0.0176,0.0526323
"2020","DEVB","PRSA",-0.0458,0.07146132
"2021","ENO","PRSA",-0.0088,0.05604228
"2022","FBA","PRSA",-0.0102,0.01690164
"2023","FBPase","PRSA",-0.0158,0.16738554
"2024","FUMC","PRSA",-9e-04,0.00652344
"2025","GAPD","PRSA",-0.0142,0.0200151
"2026","GLCO","PRSA",-0.0156,0.02238726
"2027","GND","PRSA",-0.0458,0.07146132
"2028","ICD","PRSA",-0.0176,0.0526323
"2029","MDH","PRSA",-0.0199,0.16323426
"2030","ME","PRSA",-0.0076,0.03395154
"2031","NADPase","PRSA",-0.0142,0.01986684
"2032","PDH","PRSA",-0.0031,0.07368522
"2033","PGI","PRSA",-0.0457,0.08347038
"2034","PGK","PRSA",-0.0142,0.0200151
"2035","PGM","PRSA",-0.0088,0.05604228
"2036","PGP","PRSA",-0.0156,0.02238726
"2037","PNT","PRSA",-0.0027,0.03246894
"2038","PPK","PRSA",-0.02,0.05648706
"2039","PRK","PRSA",-0.0156,0.02238726
"2040","PRSA","PRSA",0.1326,0.15582126
"2041","PTA","PRSA",-0.0076,0.12616926
"2042","PYK","PRSA",0.0251,0.20148534
"2043","RPE","PRSA",-0.0123,0.01986684
"2044","RPI","PRSA",-0.022,0.0289107
"2045","RuBisC","PRSA",-0.0156,0.02238726
"2046","RuBisO","PRSA",-0.0156,0.02238726
"2047","SBPase","PRSA",-0.0102,0.01690164
"2048","Sink_ACCOA","PRSA",-9e-04,0.03024504
"2049","Sink_E4P","PRSA",-0.0148,0.03973368
"2050","Sink_G6P","PRSA",-0.0425,0.08109822
"2051","Sink_GLX","PRSA",-0.0156,0.02238726
"2052","Sink_H2O2","PRSA",-0.0156,0.02238726
"2053","Sink_O2G","PRSA",-0.0176,0.0526323
"2054","Sink_OAA","PRSA",-0.0098,0.03691674
"2055","Sink_P3G","PRSA",-0.026,0.04803624
"2056","Sink_PRPP","PRSA",0.1326,0.15582126
"2057","Sink_PYR","PRSA",0.003,0.04269888
"2058","Supply_COA","PRSA",-9e-04,0.03024504
"2059","Supply_FUM","PRSA",-9e-04,0.00652344
"2060","Supply_P_i","PRSA",0.0125,0.02802114
"2061","TAL","PRSA",-0.012,0.02935548
"2062","TKT1","PRSA",-0.0119,0.02209074
"2063","TKT2","PRSA",-0.012,0.01897728
"2064","TPI","PRSA",-0.0145,0.02031162
"2065","XFPK1","PRSA",-0.0132,0.13580616
"2066","XFPK2","PRSA",0.0834,0.17242638
"2067","ZWF","PRSA",-0.0458,0.07146132
"2068","ACO","ADK",-0.0193,0.05974878
"2069","ADK","ADK",0.093,0.11757018
"2070","ALD","ADK",0.0158,0.17153682
"2071","ATPSyn","ADK",-2e-04,0.01912554
"2072","CS","ADK",-0.0193,0.05974878
"2073","DEVB","ADK",0.0021,0.06790308
"2074","ENO","ADK",-0.03,0.06849612
"2075","FBA","ADK",-0.001,0.0177912
"2076","FBPase","ADK",0.0158,0.17153682
"2077","FUMC","ADK",8e-04,0.00711648
"2078","GAPD","ADK",-0.0018,0.01986684
"2079","GLCO","ADK",-0.0043,0.02401812
"2080","GND","ADK",0.0021,0.06790308
"2081","ICD","ADK",-0.0193,0.05974878
"2082","MDH","ADK",-0.0205,0.1860663
"2083","ME","ADK",-0.0026,0.03914064
"2084","NADPase","ADK",-0.0012,0.0192738
"2085","PDH","ADK",-0.0221,0.081543
"2086","PGI","ADK",0.0052,0.07917084
"2087","PGK","ADK",-0.0018,0.01986684
"2088","PGM","ADK",-0.03,0.06849612
"2089","PGP","ADK",-0.0043,0.02401812
"2090","PNT","ADK",-0.0075,0.0355824
"2091","PPK","ADK",-0.0173,0.07309218
"2092","PRK","ADK",-0.0043,0.02401812
"2093","PRSA","ADK",0.093,0.11757018
"2094","PTA","ADK",0.0026,0.12394536
"2095","PYK","ADK",-0.0706,0.21512526
"2096","RPE","ADK",-0.0027,0.02401812
"2097","RPI","ADK",-0.008,0.02579724
"2098","RuBisC","ADK",-0.0043,0.02401812
"2099","RuBisO","ADK",-0.0043,0.02401812
"2100","SBPase","ADK",-0.001,0.0177912
"2101","Sink_ACCOA","ADK",-0.0042,0.03024504
"2102","Sink_E4P","ADK",-0.0015,0.03973368
"2103","Sink_G6P","ADK",0.0046,0.07694694
"2104","Sink_GLX","ADK",-0.0043,0.02401812
"2105","Sink_H2O2","ADK",-0.0043,0.02401812
"2106","Sink_O2G","ADK",-0.0193,0.05974878
"2107","Sink_OAA","ADK",-0.0073,0.05129796
"2108","Sink_P3G","ADK",-0.008,0.0630105
"2109","Sink_PRPP","ADK",0.093,0.11757018
"2110","Sink_PYR","ADK",-0.0132,0.04566408
"2111","Supply_COA","ADK",-0.0042,0.03024504
"2112","Supply_FUM","ADK",8e-04,0.00711648
"2113","Supply_P_i","ADK",0.0293,0.03721326
"2114","TAL","ADK",-0.0033,0.02787288
"2115","TKT1","ADK",-0.0033,0.02772462
"2116","TKT2","ADK",-0.0021,0.02134944
"2117","TPI","ADK",-0.0014,0.01882902
"2118","XFPK1","ADK",0.0065,0.133434
"2119","XFPK2","ADK",-0.0594,0.1756881
"2120","ZWF","ADK",0.0021,0.06790308
"2121","ACO","Sink_PRPP",-0.0483,0.12275928
"2122","ADK","Sink_PRPP",0.3506,0.37643214
"2123","ALD","Sink_PRPP",-0.043,0.38888598
"2124","ATPSyn","Sink_PRPP",-0.0305,0.04314366
"2125","CS","Sink_PRPP",-0.0483,0.12275928
"2126","DEVB","Sink_PRPP",-0.1105,0.16664424
"2127","ENO","Sink_PRPP",-0.0278,0.12883794
"2128","FBA","Sink_PRPP",-0.0271,0.04180932
"2129","FBPase","Sink_PRPP",-0.043,0.38888598
"2130","FUMC","Sink_PRPP",-0.0022,0.0155673
"2131","GAPD","Sink_PRPP",-0.0351,0.0474432
"2132","GLCO","Sink_PRPP",-0.0393,0.05367012
"2133","GND","Sink_PRPP",-0.1105,0.16664424
"2134","ICD","Sink_PRPP",-0.0483,0.12275928
"2135","MDH","Sink_PRPP",-0.0581,0.3736152
"2136","ME","Sink_PRPP",-0.0206,0.0778365
"2137","NADPase","Sink_PRPP",-0.0351,0.04714668
"2138","PDH","Sink_PRPP",-0.0104,0.1675338
"2139","PGI","Sink_PRPP",-0.1141,0.19229322
"2140","PGK","Sink_PRPP",-0.0351,0.0474432
"2141","PGM","Sink_PRPP",-0.0278,0.12883794
"2142","PGP","Sink_PRPP",-0.0393,0.05367012
"2143","PNT","Sink_PRPP",-0.0084,0.07368522
"2144","PPK","Sink_PRPP",-0.0546,0.13150662
"2145","PRK","Sink_PRPP",-0.0393,0.05367012
"2146","PRSA","Sink_PRPP",0.3506,0.37643214
"2147","PTA","Sink_PRPP",-0.0233,0.28999656
"2148","PYK","Sink_PRPP",0.0702,0.45337908
"2149","RPE","Sink_PRPP",-0.0313,0.04803624
"2150","RPI","Sink_PRPP",-0.0558,0.06760656
"2151","RuBisC","Sink_PRPP",-0.0393,0.05367012
"2152","RuBisO","Sink_PRPP",-0.0393,0.05367012
"2153","SBPase","Sink_PRPP",-0.0271,0.04180932
"2154","Sink_ACCOA","Sink_PRPP",-0.0027,0.0711648
"2155","Sink_E4P","Sink_PRPP",-0.0379,0.09503466
"2156","Sink_G6P","Sink_PRPP",-0.1076,0.1875489
"2157","Sink_GLX","Sink_PRPP",-0.0393,0.05367012
"2158","Sink_H2O2","Sink_PRPP",-0.0393,0.05367012
"2159","Sink_O2G","Sink_PRPP",-0.0483,0.12275928
"2160","Sink_OAA","Sink_PRPP",-0.0273,0.08865948
"2161","Sink_P3G","Sink_PRPP",-0.0693,0.11979408
"2162","Sink_PRPP","Sink_PRPP",0.3506,0.37643214
"2163","Sink_PYR","Sink_PRPP",0.0078,0.09992724
"2164","Supply_COA","Sink_PRPP",-0.0027,0.0711648
"2165","Supply_FUM","Sink_PRPP",-0.0022,0.0155673
"2166","Supply_P_i","Sink_PRPP",0.0359,0.0674583
"2167","TAL","Sink_PRPP",-0.0314,0.0689409
"2168","TKT1","Sink_PRPP",-0.0306,0.05248404
"2169","TKT2","Sink_PRPP",-0.0306,0.04610886
"2170","TPI","Sink_PRPP",-0.0357,0.04788798
"2171","XFPK1","Sink_PRPP",-0.0384,0.31149426
"2172","XFPK2","Sink_PRPP",0.2005,0.3876999
"2173","ZWF","Sink_PRPP",-0.1105,0.16664424
"2174","ACO","Sink_E4P",-0.0175,0.02268378
"2175","ADK","Sink_E4P",-0.0067,0.01660512
"2176","ALD","Sink_E4P",0.0118,0.06093486
"2177","ATPSyn","Sink_E4P",-0.0029,0.00504084
"2178","CS","Sink_E4P",-0.0175,0.02268378
"2179","DEVB","Sink_E4P",-0.0242,0.03172764
"2180","ENO","Sink_E4P",-0.0176,0.0214977
"2181","FBA","Sink_E4P",-0.0053,0.007413
"2182","FBPase","Sink_E4P",0.0118,0.06093486
"2183","FUMC","Sink_E4P",2e-04,0.00252042
"2184","GAPD","Sink_E4P",-0.003,0.00548562
"2185","GLCO","Sink_E4P",-0.0046,0.0059304
"2186","GND","Sink_E4P",-0.0242,0.03172764
"2187","ICD","Sink_E4P",-0.0175,0.02268378
"2188","MDH","Sink_E4P",-0.0187,0.05796966
"2189","ME","Sink_E4P",-0.0036,0.01171254
"2190","NADPase","Sink_E4P",-0.0027,0.00533736
"2191","PDH","Sink_E4P",-0.0072,0.02683506
"2192","PGI","Sink_E4P",-0.0375,0.0392889
"2193","PGK","Sink_E4P",-0.003,0.00548562
"2194","PGM","Sink_E4P",-0.0176,0.0214977
"2195","PGP","Sink_E4P",-0.0046,0.0059304
"2196","PNT","Sink_E4P",-0.0024,0.01171254
"2197","PPK","Sink_E4P",-0.0157,0.02179422
"2198","PRK","Sink_E4P",-0.0046,0.0059304
"2199","PRSA","Sink_E4P",-0.0067,0.01660512
"2200","PTA","Sink_E4P",-0.011,0.05026014
"2201","PYK","Sink_E4P",-0.017,0.0674583
"2202","RPE","Sink_E4P",-0.0025,0.00578214
"2203","RPI","Sink_E4P",-0.0088,0.0066717
"2204","RuBisC","Sink_E4P",-0.0046,0.0059304
"2205","RuBisO","Sink_E4P",-0.0046,0.0059304
"2206","SBPase","Sink_E4P",-0.0053,0.007413
"2207","Sink_ACCOA","Sink_E4P",-0.004,0.01230558
"2208","Sink_E4P","Sink_E4P",0.9915,0.0163086
"2209","Sink_G6P","Sink_E4P",-0.0368,0.04047498
"2210","Sink_GLX","Sink_E4P",-0.0046,0.0059304
"2211","Sink_H2O2","Sink_E4P",-0.0046,0.0059304
"2212","Sink_O2G","Sink_E4P",-0.0175,0.02268378
"2213","Sink_OAA","Sink_E4P",-0.0086,0.01616034
"2214","Sink_P3G","Sink_E4P",-0.0128,0.02120118
"2215","Sink_PRPP","Sink_E4P",-0.0067,0.01660512
"2216","Sink_PYR","Sink_E4P",-0.0052,0.01586382
"2217","Supply_COA","Sink_E4P",-0.004,0.01230558
"2218","Supply_FUM","Sink_E4P",2e-04,0.00252042
"2219","Supply_P_i","Sink_E4P",0.0047,0.00681996
"2220","TAL","Sink_E4P",-0.0026,0.01022994
"2221","TKT1","Sink_E4P",0.004,0.0066717
"2222","TKT2","Sink_E4P",-0.0088,0.00578214
"2223","TPI","Sink_E4P",-0.0047,0.00578214
"2224","XFPK1","Sink_E4P",-0.0152,0.05352186
"2225","XFPK2","Sink_E4P",0.0453,0.06627222
"2226","ZWF","Sink_E4P",-0.0242,0.03172764
"2227","ACO","Sink_PYR",-0.121,0.15181824
"2228","ADK","Sink_PYR",0.0047,0.0385476
"2229","ALD","Sink_PYR",-9e-04,0.2386986
"2230","ATPSyn","Sink_PYR",0.0038,0.0140847
"2231","CS","Sink_PYR",-0.121,0.15181824
"2232","DEVB","Sink_PYR",-0.0256,0.0770952
"2233","ENO","Sink_PYR",0.0594,0.08317386
"2234","FBA","Sink_PYR",0.002,0.01808772
"2235","FBPase","Sink_PYR",-9e-04,0.2386986
"2236","FUMC","Sink_PYR",0.0142,0.02134944
"2237","GAPD","Sink_PYR",0.0049,0.01541904
"2238","GLCO","Sink_PYR",0.0096,0.01897728
"2239","GND","Sink_PYR",-0.0256,0.0770952
"2240","ICD","Sink_PYR",-0.121,0.15181824
"2241","MDH","Sink_PYR",0.1419,0.34870752
"2242","ME","Sink_PYR",0.0579,0.0971103
"2243","NADPase","Sink_PYR",0.0113,0.01675338
"2244","PDH","Sink_PYR",-0.2251,0.27769098
"2245","PGI","Sink_PYR",-0.0683,0.09444162
"2246","PGK","Sink_PYR",0.0049,0.01541904
"2247","PGM","Sink_PYR",0.0594,0.08317386
"2248","PGP","Sink_PYR",0.0096,0.01897728
"2249","PNT","Sink_PYR",-0.0736,0.11920104
"2250","PPK","Sink_PYR",-0.0024,0.07739172
"2251","PRK","Sink_PYR",0.0096,0.01897728
"2252","PRSA","Sink_PYR",0.0047,0.0385476
"2253","PTA","Sink_PYR",0.002,0.2120118
"2254","PYK","Sink_PYR",0.3926,0.51327612
"2255","RPE","Sink_PYR",0.01,0.01957032
"2256","RPI","Sink_PYR",0.0092,0.01986684
"2257","RuBisC","Sink_PYR",0.0096,0.01897728
"2258","RuBisO","Sink_PYR",0.0096,0.01897728
"2259","SBPase","Sink_PYR",0.002,0.01808772
"2260","Sink_ACCOA","Sink_PYR",-0.1139,0.14366394
"2261","Sink_E4P","Sink_PYR",3e-04,0.04685016
"2262","Sink_G6P","Sink_PYR",-0.0668,0.0934038
"2263","Sink_GLX","Sink_PYR",0.0096,0.01897728
"2264","Sink_H2O2","Sink_PYR",0.0096,0.01897728
"2265","Sink_O2G","Sink_PYR",-0.121,0.15181824
"2266","Sink_OAA","Sink_PYR",-0.0012,0.04685016
"2267","Sink_P3G","Sink_PYR",0.0085,0.0429954
"2268","Sink_PRPP","Sink_PYR",0.0047,0.0385476
"2269","Sink_PYR","Sink_PYR",0.5468,0.38236254
"2270","Supply_COA","Sink_PYR",-0.1139,0.14366394
"2271","Supply_FUM","Sink_PYR",0.0142,0.02134944
"2272","Supply_P_i","Sink_PYR",-0.0056,0.01897728
"2273","TAL","Sink_PYR",-2e-04,0.0318759
"2274","TKT1","Sink_PYR",0.0118,0.02431464
