"","Target","Effector","Median_FCC","MAD"
"572","Sink_PRPP","RPI",-0.0734,0.1015581
"573","Sink_PYR","RPI",-0.0182,0.06390006
"574","Supply_COA","RPI",-0.0232,0.0429954
"575","Supply_FUM","RPI",-7e-04,0.01022994
"576","Supply_P_i","RPI",-0.0047,0.02683506
"577","TAL","RPI",-0.012,0.03647196
"578","TKT1","RPI",0.0199,0.03083808
"579","TKT2","RPI",0.0113,0.02342508
"580","TPI","RPI",0.0082,0.02134944
"581","XFPK1","RPI",-0.1028,0.19629624
"582","XFPK2","RPI",0.246,0.3306198
"583","ZWF","RPI",-0.0077,0.0911799
"584","ACO","RPE",0.0185,0.03765804
"585","ADK","RPE",0.0012,0.02579724
"586","ALD","RPE",-0.0082,0.10867458
"587","ATPSyn","RPE",0.0018,0.00785778
"588","CS","RPE",0.0185,0.03765804
"589","DEVB","RPE",-0.0288,0.05144622
"590","ENO","RPE",0.0341,0.04759146
"591","FBA","RPE",0.0013,0.0088956
"592","FBPase","RPE",-0.0082,0.10867458
"593","FUMC","RPE",-0.001,0.00385476
"594","GAPD","RPE",0.0024,0.00845082
"595","GLCO","RPE",0.0052,0.0111195
"596","GND","RPE",-0.0288,0.05144622
"597","ICD","RPE",0.0185,0.03765804
"598","MDH","RPE",0.0285,0.09592422
"599","ME","RPE",0.0043,0.01971858
"600","NADPase","RPE",0.0018,0.00800604
"601","PDH","RPE",0.0275,0.05811792
"602","PGI","RPE",-0.0463,0.0622692
"603","PGK","RPE",0.0024,0.00845082
"604","PGM","RPE",0.0341,0.04759146
"605","PGP","RPE",0.0052,0.0111195
"606","PNT","RPE",0.0094,0.02461116
"607","PPK","RPE",0.0211,0.03765804
"608","PRK","RPE",0.0052,0.0111195
"609","PRSA","RPE",0.0012,0.02579724
"610","PTA","RPE",-0.0125,0.1045233
"611","PYK","RPE",0.0681,0.12957924
"612","RPE","RPE",0.0055,0.01141602
"613","RPI","RPE",0.005,0.01156428
"614","RuBisC","RPE",0.0052,0.0111195
"615","RuBisO","RPE",0.0052,0.0111195
"616","SBPase","RPE",0.0013,0.0088956
"617","Sink_ACCOA","RPE",0.0022,0.02120118
"618","Sink_E4P","RPE",0.0013,0.02327682
"619","Sink_G6P","RPE",-0.0445,0.06093486
"620","Sink_GLX","RPE",0.0052,0.0111195
"621","Sink_H2O2","RPE",0.0052,0.0111195
"622","Sink_O2G","RPE",0.0185,0.03765804
"623","Sink_OAA","RPE",0.012,0.02505594
"624","Sink_P3G","RPE",0.0121,0.02787288
"625","Sink_PRPP","RPE",0.0012,0.02579724
"626","Sink_PYR","RPE",0.0134,0.02698332
"627","Supply_COA","RPE",0.0022,0.02120118
"628","Supply_FUM","RPE",-0.001,0.00385476
"629","Supply_P_i","RPE",-0.0014,0.01171254
"630","TAL","RPE",2e-04,0.01527078
"631","TKT1","RPE",0.0062,0.01423296
"632","TKT2","RPE",0.0047,0.01022994
"633","TPI","RPE",0.0015,0.0081543
"634","XFPK1","RPE",-0.0105,0.1097124
"635","XFPK2","RPE",-0.0576,0.15952776
"636","ZWF","RPE",-0.0288,0.05144622
"637","ACO","PRK",0.1544,0.25975152
"638","ADK","PRK",-0.1759,0.24151554
"639","ALD","PRK",0.4864,0.72098838
"640","ATPSyn","PRK",0.0334,0.05945226
"641","CS","PRK",0.1544,0.25975152
"642","DEVB","PRK",-0.1274,0.30215388
"643","ENO","PRK",0.3068,0.29933694
"644","FBA","PRK",0.0022,0.06731004
"645","FBPase","PRK",0.4864,0.72098838
"646","FUMC","PRK",-0.0089,0.03395154
"647","GAPD","PRK",0.0404,0.06419658
"648","GLCO","PRK",0.0703,0.08065344
"649","GND","PRK",-0.1274,0.30215388
"650","ICD","PRK",0.1544,0.25975152
"651","MDH","PRK",0.7816,0.84567504
"652","ME","PRK",0.1505,0.16931292
"653","NADPase","PRK",0.0363,0.06256572
"654","PDH","PRK",0.2291,0.32824764
"655","PGI","PRK",-0.311,0.38503122
"656","PGK","PRK",0.0404,0.06419658
"657","PGM","PRK",0.3068,0.29933694
"658","PGP","PRK",0.0703,0.08065344
"659","PNT","PRK",0.0814,0.14366394
"660","PPK","PRK",0.3714,0.33981192
"661","PRK","PRK",0.0703,0.08065344
"662","PRSA","PRK",-0.1759,0.24151554
"663","PTA","PRK",-0.2699,0.55286154
"664","PYK","PRK",0.0164,0.78385062
"665","RPE","PRK",0.0698,0.08094996
"666","RPI","PRK",0.0731,0.08554602
"667","RuBisC","PRK",0.0703,0.08065344
"668","RuBisO","PRK",0.0703,0.08065344
"669","SBPase","PRK",0.0022,0.06731004
"670","Sink_ACCOA","PRK",-0.0316,0.12498318
"671","Sink_E4P","PRK",8e-04,0.16783032
"672","Sink_G6P","PRK",-0.3068,0.38962728
"673","Sink_GLX","PRK",0.0703,0.08065344
"674","Sink_H2O2","PRK",0.0703,0.08065344
"675","Sink_O2G","PRK",0.1544,0.25975152
"676","Sink_OAA","PRK",0.2956,0.38043516
"677","Sink_P3G","PRK",0.3224,0.40460154
"678","Sink_PRPP","PRK",-0.1759,0.24151554
"679","Sink_PYR","PRK",0.0101,0.18962454
"680","Supply_COA","PRK",-0.0316,0.12498318
"681","Supply_FUM","PRK",-0.0089,0.03395154
"682","Supply_P_i","PRK",-0.024,0.0852495
"683","TAL","PRK",-0.0293,0.1097124
"684","TKT1","PRK",0.0863,0.09681378
"685","TKT2","PRK",0.055,0.07235088
"686","TPI","PRK",0.0307,0.0630105
"687","XFPK1","PRK",-0.31,0.5871096
"688","XFPK2","PRK",0.2362,0.79067058
"689","ZWF","PRK",-0.1274,0.30215388
"690","ACO","PGM",-0.0039,0.13313748
"691","ADK","PGM",0.1238,0.17880156
"692","ALD","PGM",0.0861,0.39333378
"693","ATPSyn","PGM",-0.0101,0.04195758
"694","CS","PGM",-0.0039,0.13313748
"695","DEVB","PGM",-0.0138,0.16056558
"696","ENO","PGM",-0.0078,0.14292264
"697","FBA","PGM",-0.0112,0.04106802
"698","FBPase","PGM",0.0861,0.39333378
"699","FUMC","PGM",-0.0017,0.01749468
"700","GAPD","PGM",-0.0105,0.04388496
"701","GLCO","PGM",-0.0167,0.0511497
"702","GND","PGM",-0.0138,0.16056558
"703","ICD","PGM",-0.0039,0.13313748
"704","MDH","PGM",0.1196,0.42936096
"705","ME","PGM",0.0202,0.08984556
"706","NADPase","PGM",-0.0091,0.04269888
"707","PDH","PGM",-0.0521,0.1801359
"708","PGI","PGM",-0.0113,0.18488022
"709","PGK","PGM",-0.0105,0.04388496
"710","PGM","PGM",-0.0078,0.14292264
"711","PGP","PGM",-0.0167,0.0511497
"712","PNT","PGM",-0.0265,0.07976388
"713","PPK","PGM",0.0302,0.15463518
"714","PRK","PGM",-0.0167,0.0511497
"715","PRSA","PGM",0.1238,0.17880156
"716","PTA","PGM",0.0455,0.2846592
"717","PYK","PGM",-0.2086,0.4862928
"718","RPE","PGM",-0.0141,0.05144622
"719","RPI","PGM",-0.0218,0.0541149
"720","RuBisC","PGM",-0.0167,0.0511497
"721","RuBisO","PGM",-0.0167,0.0511497
"722","SBPase","PGM",-0.0112,0.04106802
"723","Sink_ACCOA","PGM",-0.0073,0.0704235
"724","Sink_E4P","PGM",-0.0143,0.09651726
"725","Sink_G6P","PGM",-0.0089,0.18043242
"726","Sink_GLX","PGM",-0.0167,0.0511497
"727","Sink_H2O2","PGM",-0.0167,0.0511497
"728","Sink_O2G","PGM",-0.0039,0.13313748
"729","Sink_OAA","PGM",0.0083,0.1074885
"730","Sink_P3G","PGM",-0.1318,0.20489532
"731","Sink_PRPP","PGM",0.1238,0.17880156
"732","Sink_PYR","PGM",-0.0127,0.10585764
"733","Supply_COA","PGM",-0.0073,0.0704235
"734","Supply_FUM","PGM",-0.0017,0.01749468
"735","Supply_P_i","PGM",-0.0115,0.07828128
"736","TAL","PGM",-0.0226,0.0637518
"737","TKT1","PGM",-0.0183,0.059304
"738","TKT2","PGM",-0.0104,0.04625712
"739","TPI","PGM",-0.0089,0.0422541
"740","XFPK1","PGM",0.0567,0.30674994
"741","XFPK2","PGM",-0.0973,0.40445328
"742","ZWF","PGM",-0.0138,0.16056558
"743","ACO","ENO",-5e-04,0.0214977
"744","ADK","ENO",0.0189,0.02802114
"745","ALD","ENO",0.0127,0.06315876
"746","ATPSyn","ENO",-0.0015,0.00681996
"747","CS","ENO",-5e-04,0.0214977
"748","DEVB","ENO",-0.002,0.0259455
"749","ENO","ENO",-0.0011,0.02342508
"750","FBA","ENO",-0.0016,0.00652344
"751","FBPase","ENO",0.0127,0.06315876
"752","FUMC","ENO",-3e-04,0.00281694
"753","GAPD","ENO",-0.0015,0.00711648
"754","GLCO","ENO",-0.0024,0.00845082
"755","GND","ENO",-0.002,0.0259455
"756","ICD","ENO",-5e-04,0.0214977
"757","MDH","ENO",0.0175,0.06997872
"758","ME","ENO",0.0029,0.01467774
"759","NADPase","ENO",-0.0013,0.00696822
"760","PDH","ENO",-0.0075,0.02980026
"761","PGI","ENO",-0.0016,0.029652
"762","PGK","ENO",-0.0015,0.00711648
"763","PGM","ENO",-0.0011,0.02342508
"764","PGP","ENO",-0.0024,0.00845082
"765","PNT","ENO",-0.0038,0.01319514
"766","PPK","ENO",0.0043,0.0252042
"767","PRK","ENO",-0.0024,0.00845082
"768","PRSA","ENO",0.0189,0.02802114
"769","PTA","ENO",0.0065,0.04655364
"770","PYK","ENO",-0.0309,0.07991214
"771","RPE","ENO",-0.002,0.00845082
"772","RPI","ENO",-0.0032,0.00904386
"773","RuBisC","ENO",-0.0024,0.00845082
"774","RuBisO","ENO",-0.0024,0.00845082
"775","SBPase","ENO",-0.0016,0.00652344
"776","Sink_ACCOA","ENO",-0.0011,0.01126776
"777","Sink_E4P","ENO",-0.0022,0.01541904
"778","Sink_G6P","ENO",-0.0013,0.02876244
"779","Sink_GLX","ENO",-0.0024,0.00845082
"780","Sink_H2O2","ENO",-0.0024,0.00845082
"781","Sink_O2G","ENO",-5e-04,0.0214977
"782","Sink_OAA","ENO",0.0013,0.0170499
"783","Sink_P3G","ENO",-0.0195,0.03128286
"784","Sink_PRPP","ENO",0.0189,0.02802114
"785","Sink_PYR","ENO",-0.0019,0.01675338
"786","Supply_COA","ENO",-0.0011,0.01126776
"787","Supply_FUM","ENO",-3e-04,0.00281694
"788","Supply_P_i","ENO",-0.0016,0.01275036
"789","TAL","ENO",-0.0034,0.0103782
"790","TKT1","ENO",-0.0026,0.00978516
"791","TKT2","ENO",-0.0015,0.00756126
"792","TPI","ENO",-0.0013,0.00681996
"793","XFPK1","ENO",0.0082,0.05026014
"794","XFPK2","ENO",-0.0139,0.06686526
"795","ZWF","ENO",-0.002,0.0259455
"796","ACO","PYK",0.0029,0.05322534
"797","ADK","PYK",0.0085,0.0318759
"798","ALD","PYK",0.0801,0.12216624
"799","ATPSyn","PYK",0.002,0.0096369
"800","CS","PYK",0.0029,0.05322534
"801","DEVB","PYK",-0.0217,0.04477452
"802","ENO","PYK",0.0462,0.05248404
"803","FBA","PYK",-9e-04,0.01022994
"804","FBPase","PYK",0.0801,0.12216624
"805","FUMC","PYK",-3e-04,0.00904386
"806","GAPD","PYK",0.0029,0.0103782
"807","GLCO","PYK",0.0058,0.01319514
"808","GND","PYK",-0.0217,0.04477452
"809","ICD","PYK",0.0029,0.05322534
"810","MDH","PYK",-0.1923,0.2157183
"811","ME","PYK",-0.0453,0.05159448
"812","NADPase","PYK",9e-04,0.0103782
"813","PDH","PYK",0.1024,0.1074885
"814","PGI","PYK",-0.0457,0.06241746
"815","PGK","PYK",0.0029,0.0103782
"816","PGM","PYK",0.0462,0.05248404
"817","PGP","PYK",0.0058,0.01319514
"818","PNT","PYK",0.0419,0.04729494
"819","PPK","PYK",-0.0604,0.06182442
"820","PRK","PYK",0.0058,0.01319514
"821","PRSA","PYK",0.0085,0.0318759
"822","PTA","PYK",-0.0725,0.11312238
"823","PYK","PYK",0.6273,0.24670464
"824","RPE","PYK",0.007,0.01349166
"825","RPI","PYK",0.0034,0.01363992
"826","RuBisC","PYK",0.0058,0.01319514
"827","RuBisO","PYK",0.0058,0.01319514
"828","SBPase","PYK",-9e-04,0.01022994
"829","Sink_ACCOA","PYK",0.0259,0.04091976
"830","Sink_E4P","PYK",-0.002,0.02802114
"831","Sink_G6P","PYK",-0.0444,0.06197268
"832","Sink_GLX","PYK",0.0058,0.01319514
"833","Sink_H2O2","PYK",0.0058,0.01319514
"834","Sink_O2G","PYK",0.0029,0.05322534
"835","Sink_OAA","PYK",-0.0335,0.04848102
"836","Sink_P3G","PYK",4e-04,0.03617544
"837","Sink_PRPP","PYK",0.0085,0.0318759
"838","Sink_PYR","PYK",0.1261,0.13387878
"839","Supply_COA","PYK",0.0259,0.04091976
"840","Supply_FUM","PYK",-3e-04,0.00904386
"841","Supply_P_i","PYK",-0.0062,0.01541904
"842","TAL","PYK",-0.0081,0.01645686
"843","TKT1","PYK",0.0098,0.01660512
"844","TKT2","PYK",0.0041,0.0118608
"845","TPI","PYK",0.0015,0.00993342
"846","XFPK1","PYK",-0.0765,0.11949756
"847","XFPK2","PYK",-0.0179,0.1512252
"848","ZWF","PYK",-0.0217,0.04477452
"849","ACO","PDH",0.0883,0.12098016
"850","ADK","PDH",0,0.02935548
"851","ALD","PDH",0.0461,0.16649598
"852","ATPSyn","PDH",-1e-04,0.01022994
"853","CS","PDH",0.0883,0.12098016
"854","DEVB","PDH",2e-04,0.051891
"855","ENO","PDH",4e-04,0.05159448
"856","FBA","PDH",-0.0017,0.01245384
"857","FBPase","PDH",0.0461,0.16649598
"858","FUMC","PDH",0.0026,0.01067472
"859","GAPD","PDH",0,0.0111195
"860","GLCO","PDH",-5e-04,0.01349166
"861","GND","PDH",2e-04,0.051891
"862","ICD","PDH",0.0883,0.12098016
"863","MDH","PDH",0.024,0.2031162
"864","ME","PDH",0.0084,0.05159448
"865","NADPase","PDH",-0.0068,0.0111195
"866","PDH","PDH",0.2687,0.2157183
"867","PGI","PDH",0.009,0.05811792
"868","PGK","PDH",0,0.0111195
"869","PGM","PDH",4e-04,0.05159448
"870","PGP","PDH",-5e-04,0.01349166
"871","PNT","PDH",0.1215,0.09547944
"872","PPK","PDH",0.0014,0.05144622
"873","PRK","PDH",-5e-04,0.01349166
"874","PRSA","PDH",0,0.02935548
"875","PTA","PDH",-0.0567,0.17598462
"876","PYK","PDH",-0.0127,0.24418422
"877","RPE","PDH",1e-04,0.01393644
"878","RPI","PDH",-0.002,0.0140847
"879","RuBisC","PDH",-5e-04,0.01349166
"880","RuBisO","PDH",-5e-04,0.01349166
"881","SBPase","PDH",-0.0017,0.01245384
"882","Sink_ACCOA","PDH",0.1262,0.13432356
"883","Sink_E4P","PDH",-0.001,0.03587892
"884","Sink_G6P","PDH",0.0085,0.05648706
"885","Sink_GLX","PDH",-5e-04,0.01349166
"886","Sink_H2O2","PDH",-5e-04,0.01349166
"887","Sink_O2G","PDH",0.0883,0.12098016
"888","Sink_OAA","PDH",-0.0186,0.03306198
"889","Sink_P3G","PDH",-0.0048,0.0311346
"890","Sink_PRPP","PDH",0,0.02935548
"891","Sink_PYR","PDH",-0.1709,0.18947628
"892","Supply_COA","PDH",0.1262,0.13432356
"893","Supply_FUM","PDH",0.0026,0.01067472
"894","Supply_P_i","PDH",-6e-04,0.01393644
"895","TAL","PDH",-0.0043,0.022239
"896","TKT1","PDH",8e-04,0.01808772
"897","TKT2","PDH",-0.0018,0.01245384
"898","TPI","PDH",-5e-04,0.0111195
"899","XFPK1","PDH",-0.0492,0.18488022
"900","XFPK2","PDH",-0.1984,0.25737936
"901","ZWF","PDH",2e-04,0.051891
"902","ACO","XFPK1",0.0409,0.06701352
"903","ADK","XFPK1",0.0138,0.04047498
"904","ALD","XFPK1",0.0733,0.14410872
"905","ATPSyn","XFPK1",-0.0017,0.01200906
"906","CS","XFPK1",0.0409,0.06701352
"907","DEVB","XFPK1",-0.0089,0.04907406
"908","ENO","XFPK1",-0.0532,0.06434484
"909","FBA","XFPK1",-8e-04,0.0126021
"910","FBPase","XFPK1",0.0733,0.14410872
"911","FUMC","XFPK1",9e-04,0.0059304
"912","GAPD","XFPK1",-0.0031,0.01275036
"913","GLCO","XFPK1",-0.0068,0.0155673
"914","GND","XFPK1",-0.0089,0.04907406
"915","ICD","XFPK1",0.0409,0.06701352
"916","MDH","XFPK1",-0.0516,0.14351568
"917","ME","XFPK1",-0.0088,0.03054156
"918","NADPase","XFPK1",-9e-04,0.01230558
"919","PDH","XFPK1",-0.1743,0.17168508
"920","PGI","XFPK1",-0.0166,0.05752488
"921","PGK","XFPK1",-0.0031,0.01275036
"922","PGM","XFPK1",-0.0532,0.06434484
"923","PGP","XFPK1",-0.0068,0.0155673
"924","PNT","XFPK1",-0.0716,0.0733887
"925","PPK","XFPK1",-0.0136,0.05070492
"926","PRK","XFPK1",-0.0068,0.0155673
"927","PRSA","XFPK1",0.0138,0.04047498
"928","PTA","XFPK1",0.502,0.39036858
"929","PYK","XFPK1",-0.2169,0.2409225
"930","RPE","XFPK1",-0.0113,0.0170499
"931","RPI","XFPK1",6e-04,0.01616034
"932","RuBisC","XFPK1",-0.0068,0.0155673
"933","RuBisO","XFPK1",-0.0068,0.0155673
"934","SBPase","XFPK1",-8e-04,0.0126021
"935","Sink_ACCOA","XFPK1",0.0593,0.07650216
"936","Sink_E4P","XFPK1",-0.0012,0.03365502
"937","Sink_G6P","XFPK1",-0.0153,0.05619054
"938","Sink_GLX","XFPK1",-0.0068,0.0155673
"939","Sink_H2O2","XFPK1",-0.0068,0.0155673
"940","Sink_O2G","XFPK1",0.0409,0.06701352
"941","Sink_OAA","XFPK1",-0.0121,0.03528588
"942","Sink_P3G","XFPK1",-0.006,0.03914064
"943","Sink_PRPP","XFPK1",0.0138,0.04047498
"944","Sink_PYR","XFPK1",-0.0024,0.04862928
"945","Supply_COA","XFPK1",0.0593,0.07650216
"946","Supply_FUM","XFPK1",9e-04,0.0059304
"947","Supply_P_i","XFPK1",-0.002,0.0207564
"948","TAL","XFPK1",-0.0068,0.0207564
"949","TKT1","XFPK1",-0.0291,0.0281694
"950","TKT2","XFPK1",0.0018,0.01438122
"951","TPI","XFPK1",0.001,0.0126021
"952","XFPK1","XFPK1",0.5541,0.39763332
"953","XFPK2","XFPK1",-0.488,0.40964238
"954","ZWF","XFPK1",-0.0089,0.04907406
"955","ACO","XFPK2",0.0021,0.0037065
"956","ADK","XFPK2",9e-04,0.0022239
"957","ALD","XFPK2",0.0057,0.00859908
"958","ATPSyn","XFPK2",-1e-04,0.0007413
"959","CS","XFPK2",0.0021,0.0037065
"960","DEVB","XFPK2",-6e-04,0.00281694
"961","ENO","XFPK2",-0.0028,0.00340998
"962","FBA","XFPK2",-1e-04,0.0007413
"963","FBPase","XFPK2",0.0057,0.00859908
"964","FUMC","XFPK2",0,0.00029652
"965","GAPD","XFPK2",-2e-04,0.0007413
"966","GLCO","XFPK2",-4e-04,0.00088956
"967","GND","XFPK2",-6e-04,0.00281694
"968","ICD","XFPK2",0.0021,0.0037065
"969","MDH","XFPK2",-0.0024,0.0081543
"970","ME","XFPK2",-4e-04,0.00177912
"971","NADPase","XFPK2",-1e-04,0.0007413
"972","PDH","XFPK2",-0.0092,0.00904386
"973","PGI","XFPK2",-0.0011,0.00326172
"974","PGK","XFPK2",-2e-04,0.0007413
"975","PGM","XFPK2",-0.0028,0.00340998
"976","PGP","XFPK2",-4e-04,0.00088956
"977","PNT","XFPK2",-0.0038,0.00385476
"978","PPK","XFPK2",-6e-04,0.00281694
"979","PRK","XFPK2",-4e-04,0.00088956
"980","PRSA","XFPK2",9e-04,0.0022239
"981","PTA","XFPK2",0.026,0.02090466
"982","PYK","XFPK2",-0.012,0.01304688
"983","RPE","XFPK2",-6e-04,0.00088956
"984","RPI","XFPK2",0,0.00088956
"985","RuBisC","XFPK2",-4e-04,0.00088956
"986","RuBisO","XFPK2",-4e-04,0.00088956
"987","SBPase","XFPK2",-1e-04,0.0007413
"988","Sink_ACCOA","XFPK2",0.0029,0.00385476
"989","Sink_E4P","XFPK2",-2e-04,0.0022239
"990","Sink_G6P","XFPK2",-0.001,0.00326172
"991","Sink_GLX","XFPK2",-4e-04,0.00088956
"992","Sink_H2O2","XFPK2",-4e-04,0.00088956
"993","Sink_O2G","XFPK2",0.0021,0.0037065
"994","Sink_OAA","XFPK2",-6e-04,0.00207564
"995","Sink_P3G","XFPK2",-3e-04,0.0022239
"996","Sink_PRPP","XFPK2",9e-04,0.0022239
"997","Sink_PYR","XFPK2",-2e-04,0.00266868
"998","Supply_COA","XFPK2",0.0029,0.00385476
"999","Supply_FUM","XFPK2",0,0.00029652
"1000","Supply_P_i","XFPK2",-1e-04,0.00118608
"1001","TAL","XFPK2",-6e-04,0.00118608
"1002","TKT1","XFPK2",0.0015,0.0014826
"1003","TKT2","XFPK2",1e-04,0.00088956
"1004","TPI","XFPK2",0,0.0007413
"1005","XFPK1","XFPK2",-0.024,0.02120118
"1006","XFPK2","XFPK2",0.9751,0.0216459599999999
"1007","ZWF","XFPK2",-6e-04,0.00281694
"1008","ACO","PTA",0.01,0.02045988
"1009","ADK","PTA",0.0025,0.01200906
"1010","ALD","PTA",0.016,0.04432974
"1011","ATPSyn","PTA",-2e-04,0.00385476
"1012","CS","PTA",0.01,0.02045988
"1013","DEVB","PTA",-0.0014,0.014826
"1014","ENO","PTA",-0.0163,0.02416638
"1015","FBA","PTA",-1e-04,0.00340998
"1016","FBPase","PTA",0.016,0.04432974
"1017","FUMC","PTA",2e-04,0.00163086
"1018","GAPD","PTA",-5e-04,0.00415128
"1019","GLCO","PTA",-0.0014,0.00533736
"1020","GND","PTA",-0.0014,0.014826
"1021","ICD","PTA",0.01,0.02045988
"1022","MDH","PTA",-0.0104,0.0481845
"1023","ME","PTA",-0.0016,0.01008168
"1024","NADPase","PTA",-1e-04,0.00385476
"1025","PDH","PTA",-0.0572,0.08183952
"1026","PGI","PTA",-0.0026,0.01808772
"1027","PGK","PTA",-5e-04,0.00415128
"1028","PGM","PTA",-0.0163,0.02416638
"1029","PGP","PTA",-0.0014,0.00533736
"1030","PNT","PTA",-0.0226,0.03276546
"1031","PPK","PTA",-0.0022,0.01690164
"1032","PRK","PTA",-0.0014,0.00533736
"1033","PRSA","PTA",0.0025,0.01200906
"1034","PTA","PTA",0.2121,0.28421442
"1035","PYK","PTA",-0.0674,0.09799986
"1036","RPE","PTA",-0.0029,0.00607866
"1037","RPI","PTA",0,0.0051891
"1038","RuBisC","PTA",-0.0014,0.00533736
"1039","RuBisO","PTA",-0.0014,0.00533736
"1040","SBPase","PTA",-1e-04,0.00340998
"1041","Sink_ACCOA","PTA",0.017,0.02505594
"1042","Sink_E4P","PTA",-2e-04,0.00919212
"1043","Sink_G6P","PTA",-0.0024,0.01734642
"1044","Sink_GLX","PTA",-0.0014,0.00533736
"1045","Sink_H2O2","PTA",-0.0014,0.00533736
"1046","Sink_O2G","PTA",0.01,0.02045988
"1047","Sink_OAA","PTA",-0.0026,0.01008168
"1048","Sink_P3G","PTA",-0.0011,0.0111195
"1049","Sink_PRPP","PTA",0.0025,0.01200906
"1050","Sink_PYR","PTA",-3e-04,0.01378818
"1051","Supply_COA","PTA",0.017,0.02505594
"1052","Supply_FUM","PTA",2e-04,0.00163086
"1053","Supply_P_i","PTA",-2e-04,0.00681996
"1054","TAL","PTA",-0.0013,0.00652344
"1055","TKT1","PTA",-0.0087,0.01275036
"1056","TKT2","PTA",2e-04,0.00474432
"1057","TPI","PTA",1e-04,0.00415128
"1058","XFPK1","PTA",0.2112,0.28480746
"1059","XFPK2","PTA",0.1398,0.20281968
"1060","ZWF","PTA",-0.0014,0.014826
"1061","ACO","ATPSyn",0.0181,0.4558995
"1062","ADK","ATPSyn",0.587,0.68021688
"1063","ALD","ATPSyn",0.3332,1.31906922
"1064","ATPSyn","ATPSyn",0.2039,0.23766078
"1065","CS","ATPSyn",0.0181,0.4558995
"1066","DEVB","ATPSyn",0.254,0.5885922
"1067","ENO","ATPSyn",0.0161,0.4662777
"1068","FBA","ATPSyn",0.1262,0.1905141
"1069","FBPase","ATPSyn",0.3332,1.31906922
"1070","FUMC","ATPSyn",0.0254,0.06627222
"1071","GAPD","ATPSyn",0.1857,0.23365776
"1072","GLCO","ATPSyn",0.1837,0.24522204
"1073","GND","ATPSyn",0.254,0.5885922
"1074","ICD","ATPSyn",0.0181,0.4558995
"1075","MDH","ATPSyn",-0.0479,1.4129178
"1076","ME","ATPSyn",0.0349,0.30348822
"1077","NADPase","ATPSyn",0.1867,0.23558514
"1078","PDH","ATPSyn",0.1948,0.6308463
"1079","PGI","ATPSyn",0.1526,0.64967532
"1080","PGK","ATPSyn",0.1857,0.23365776
"1081","PGM","ATPSyn",0.0161,0.4662777
"1082","PGP","ATPSyn",0.1837,0.24522204
"1083","PNT","ATPSyn",0.12,0.28584528
"1084","PPK","ATPSyn",0.0444,0.46064382
"1085","PRK","ATPSyn",0.1837,0.24522204
"1086","PRSA","ATPSyn",0.587,0.68021688
"1087","PTA","ATPSyn",-0.3707,1.04241606
"1088","PYK","ATPSyn",-0.0323,1.6716315
"1089","RPE","ATPSyn",0.2062,0.25159722
"1090","RPI","ATPSyn",0.1361,0.24299814
"1091","RuBisC","ATPSyn",0.1837,0.24522204
"1092","RuBisO","ATPSyn",0.1837,0.24522204
"1093","SBPase","ATPSyn",0.1262,0.1905141
"1094","Sink_ACCOA","ATPSyn",-0.0343,0.25960326
"1095","Sink_E4P","ATPSyn",0.1382,0.33966366
"1096","Sink_G6P","ATPSyn",0.1338,0.63544236
"1097","Sink_GLX","ATPSyn",0.1837,0.24522204
"1098","Sink_H2O2","ATPSyn",0.1837,0.24522204
"1099","Sink_O2G","ATPSyn",0.0181,0.4558995
"1100","Sink_OAA","ATPSyn",0.0266,0.3180177
"1101","Sink_P3G","ATPSyn",0.23,0.40875282
"1102","Sink_PRPP","ATPSyn",0.587,0.68021688
"1103","Sink_PYR","ATPSyn",-0.0664,0.38458644
"1104","Supply_COA","ATPSyn",-0.0343,0.25960326
"1105","Supply_FUM","ATPSyn",0.0254,0.06627222
"1106","Supply_P_i","ATPSyn",0.4362,0.32706156
"1107","TAL","ATPSyn",0.1176,0.28866222
"1108","TKT1","ATPSyn",0.2284,0.2713158
"1109","TKT2","ATPSyn",0.1764,0.23247168
"1110","TPI","ATPSyn",0.1715,0.22520694
"1111","XFPK1","ATPSyn",-0.3577,1.11817692
"1112","XFPK2","ATPSyn",-0.6905,1.39334748
"1113","ZWF","ATPSyn",0.254,0.5885922
"1114","ACO","NADPase",-0.1227,0.63914886
"1115","ADK","NADPase",-0.1681,0.50838354
"1116","ALD","NADPase",-0.3298,1.52589192
"1117","ATPSyn","NADPase",0.1034,0.2238726
"1118","CS","NADPase",-0.1227,0.63914886
"1119","DEVB","NADPase",-0.1587,0.95598048
"1120","ENO","NADPase",0.1494,0.6256572
"1121","FBA","NADPase",0.1309,0.22105566
"1122","FBPase","NADPase",-0.3298,1.52589192
"1123","FUMC","NADPase",-0.1425,0.2008923
"1124","GAPD","NADPase",0.1172,0.23780904
"1125","GLCO","NADPase",0.1075,0.2542659
"1126","GND","NADPase",-0.1587,0.95598048
"1127","ICD","NADPase",-0.1227,0.63914886
"1128","MDH","NADPase",0.7256,2.40789066
"1129","ME","NADPase",0.0023,0.55197198
"1130","NADPase","NADPase",0.1456,0.25293156
"1131","PDH","NADPase",-0.1784,0.87488226
"1132","PGI","NADPase",0.4141,0.7805889
"1133","PGK","NADPase",0.1172,0.23780904
"1134","PGM","NADPase",0.1494,0.6256572
"1135","PGP","NADPase",0.1075,0.2542659
"1136","PNT","NADPase",-0.1981,0.4440387
"1137","PPK","NADPase",0.0788,0.63929712
