1	8
2	24.8
3	31.5
4	41.1
5	34.9
6	7
7	24.5
8	5.6
9	33.1
10	24.3
11	3.3
12	35.7
13	25.9
14	21.9
15	28.9
16	36.9
17	25.2
18	19.9
19	26
20	27.5
21	19.1
22	6.1
23	34
24	38.5
25	30.7
26	23.5
27	29
28	2.4
29	27.3
30	4.4
31	43.5
32	18.1
33	38
34	40
35	32.4
36	2.7
37	28.5
38	6.7
39	40.5
40	3.9
41	31.6
42	41.9
43	3.2
44	34
45	3.3
46	10.6
47	17
48	28.8
49	9.9
50	25.1
51	21.1
52	32.9
53	37.2
54	43.1
55	25.7
56	28.8
57	14
58	33
59	3
60	36
61	28.5
62	19.5
63	38.4
64	42.3
65	31.2
66	34.4
67	3
68	26.9
69	6.2
70	7.4
71	18.2
72	36.2
73	25.7
74	39.8
75	25.1
76	35.4
77	23
78	11.8
79	3.6
80	39.5
81	20.9
82	33.6
83	3.5
84	34.5
85	27.6
86	36.6
87	41.3
88	37.3
89	31.5
90	10
91	8
92	2.6
93	34.4
94	22.9
95	7.3
96	3.7
97	37.6
98	27.3
99	40.2
100	38.3
101	29.3
102	29.9
103	31.3
104	12.3
105	4.9
106	14.9
107	10
108	16.9
109	9.2
110	22.5
111	33.9
112	10.1
113	11.9
114	17
115	13.9
116	32.2
117	8.1
118	10.5
119	16.4
120	24.8
121	6.5
122	6.5
123	35
124	25.8
125	31.7
126	1.6
127	18.7
128	43.5
129	39.3
130	1.8
131	42.9
132	15.3
133	5.1
134	45
135	38.4
136	32
137	9.3
138	24.5
139	31.2
140	22.1
141	26.5
142	42.6
143	14.4
144	41.4
145	7.1
146	5
147	14.1
148	7.1
149	31.1
150	41.3
151	33.5
152	28.2
153	32.3
154	2.8
155	23.6
156	3.2
157	40.8
158	31.8
159	25.5
160	1.4
161	30.8
162	33.8
163	34
164	37.4
165	2.1
166	2.8
167	34.1
168	26.1
169	11.9
170	12.8
171	16.7
172	27.7
173	30.6
174	27.3
175	6.8
176	8.2
177	5.4
178	1.8
179	6.8
180	2.8
181	31.2
182	35.2
183	11.3
184	31.4
185	3.9
186	15.1
187	41
188	1.7
189	34.4
190	2
191	27.4
192	12.1
193	3.5
194	34.7
195	24.9
196	28.8
197	33.5
198	27.2
199	19.5
200	26.1
201	41.9
202	26.4
203	34.5
204	12.1
205	34.5
206	35
207	26.1
208	27.2
209	5.6
210	19.7
211	29.3
212	7
213	32.8
214	25.7
215	24.8
216	3.5
217	30.5
218	22.8
219	38.4
220	32.3
221	5.3
222	28.9
223	39.7
224	18.2
225	8.6
226	21.4
227	37.2
228	42
229	1.3
230	23.2
231	20.6
232	42.9
233	36.8
234	1.8
235	6.4
236	33.6
237	28.6
238	4.8
239	36.9
240	3.3
241	30.5
242	29.8
243	3.4
244	17.9
245	24.1
246	3.7
247	20.3
248	33
249	7.2
250	2.8
251	7.8
252	8.3
253	39.3
254	31.1
255	30.6
256	17.4
257	5.9
258	16.7
259	44.7
260	36.2
261	18.2
262	1.5
263	38.4
264	32.1
265	31.2
266	34.3
267	9.1
268	32.2
269	21.9
270	43
271	4.3
272	18
273	34.2
274	5.2
275	6.8
276	37.8
277	29.2
278	36.2
279	15.1
280	31.1
281	7.3
282	33.7
283	1.3
284	10.9
285	14.7
286	34.9
287	36.5
288	32.5
289	36.8
290	35.8
291	35.9
292	32.6
293	40.7
294	30.2
295	36.4
296	37.6
297	2.2
298	28.4
299	31
300	2.5
301	2.9
302	27.4
303	4.5
304	11.2
305	26.2
306	34.7
307	34.6
308	29.2
309	6.5
310	31.7
311	18.6
312	1.1
313	9.8
314	14.6
315	35.3
316	31.7
317	30.1
318	28
319	34.2
320	7.2
321	21.6
322	19.9
323	8
324	42.5
325	26.6
326	29.7
327	26.4
328	4.3
329	33.6
330	40.2
331	33
332	1.9
333	32.9
334	2.5
335	36.7
336	8.7
337	31.3
338	1.5
339	39.8
340	3.6
341	2.1
342	7.9
343	33
344	35.2
345	35.2
346	28.2
347	30.3
348	14.2
349	38.8
350	5.7
351	28.8
352	30.2
353	11.3
354	6.2
355	32.9
356	30.5
357	36
358	19.3
359	17.7
360	19.1
361	17.2
362	41.4
363	16.7
364	5.7
365	17.7
366	9.5
367	8.8
368	22.5
369	37.6
370	36.9
371	23.5
372	5
373	22.6
374	34.7
375	3.3
376	24.5
377	28.8
378	9.1
379	40.2
380	10
381	2.9
382	32.5
383	37.7
384	28.6
385	28.1
386	4.9
387	29.5
388	5.2
389	33.5
390	10.3
391	34.5
392	18.9
393	23
394	24.5
395	21.7
396	31.5
397	28.2
398	4.1
399	12.9
400	1.3
401	9
402	5.6
403	6.8
404	27.9
405	22.7
406	27.3
407	20.5
408	1.7
409	9.4
410	19.5
411	8.9
412	5.2
413	42.3
414	3.5
415	37.1
416	4.4
417	35.2
418	25.9
419	42
420	35
421	5.3
422	28.2
423	27.9
424	7
425	11.7
426	32.5
427	27.7
428	30.2
429	35.4
430	27.6
431	25.8
432	10.5
433	5.3
434	26.7
435	34.4
436	17.9
437	25
438	35
439	2.7
440	24.8
441	20.9
442	13.8
443	2
444	23
445	39.5
446	25.3
447	33.9
448	12.3
449	24.4
450	32.1
451	34.7
452	3.1
453	16.3
454	34.6
455	35
456	16.2
457	42
458	31
459	2.5
460	36.6
461	9.4
462	36.1
463	35.2
464	11.6
465	35.2
466	29.5
467	28.4
468	2
469	40.9
470	2.3
471	5
472	34.2
473	36.1
474	27.3
475	28.1
476	25.8
477	28.9
478	15.8
479	12.6
480	31.4
481	4.2
482	20.3
483	4.1
484	14.2
485	4
486	3.3
487	39.2
488	27.9
489	32.8
490	9.7
491	5.8
492	12.9
493	2.9
494	23.4
495	24.9
496	1.9
497	26.5
498	34.2
499	1.4
500	20.6
501	22.7
502	40.4
503	6.8
504	2.3
505	6.4
506	26.6
507	12
508	36.5
509	2.2
510	28
511	36.6
512	33.3
513	27.6
514	32
515	41.2
516	2.2
517	36.1
518	33
519	15.6
520	12.7
521	20.7
522	22
523	5.3
524	36.3
525	34.8
526	27.9
527	30
528	26.9
529	33.4
530	25.7
531	33.8
532	6.3
533	2.8
534	28.7
535	34.3
536	31.1
537	20.1
538	1.8
539	29.6
540	8.4
541	7
542	38.2
543	31.8
544	43.6
545	14.2
546	2.5
547	2.1
548	34.2
549	27.2
550	16.8
551	24.2
552	19.4
553	37.8
554	42.7
555	35.4
556	33.4
557	1.8
558	33.7
559	17.1
560	22.5
561	41.5
562	17.4
563	10.3
564	4.9
565	15.7
566	25.1
567	9.7
568	2.5
569	35.2
570	5.9
571	34.1
572	7.1
573	32.5
574	12.3
575	33.2
576	35.7
577	34.2
578	8.2
579	2
580	42.2
581	28.8
582	21
583	2.2
584	36.3
585	31.5
586	28.7
587	26.7
588	5.8
589	20.7
590	27.2
591	13.2
592	26.6
593	10.4
594	28.4
595	28.9
596	34.2
597	21.9
598	20
599	34.3
600	13.8
601	43.6
602	14.2
603	21.6
604	31.4
605	11.8
606	42.8
607	34.1
608	11.3
609	1.6
610	18.1
611	40.6
612	27.6
613	35.9
614	29.6
615	40.2
616	38
617	37
618	4.1
619	22.3
620	35.8
621	24.9
622	36.3
623	25.6
624	25.6
625	11.6
626	15.4
627	3.1
628	0.8
629	34.4
630	6.4
631	5.3
632	35.1
633	33.1
634	7.1
635	32.6
636	32.8
637	24.1
638	0.9
639	28.6
640	38.5
641	31.1
642	15.2
643	35
644	4.1
645	24.6
646	3.7
647	24.1
648	21.4
649	6
650	31.4
651	4.6
652	34.7
653	7.3
654	37.2
655	33.1
656	2.1
657	3.9
658	34.7
659	34.8
660	3.3
661	36.4
662	13.5
663	27.9
664	33.2
665	30.7
666	30.2
667	37.2
668	35.6
669	11.6
670	6.5
671	37.8
672	8.5
673	19.7
674	36.4
675	18.9
676	28.6
677	34.9
678	26.8
679	11.8
680	31.4
681	26.4
682	20.7
683	19.5
684	36
685	23.5
686	9.4
687	36.1
688	17.1
689	23.4
690	18.9
691	1.1
692	16.4
693	2.6
694	27
695	5.8
696	2.2
697	41.5
698	28.1
699	30.6
700	34.9
701	32.1
702	28.5
703	30.7
704	37.8
705	9.5
706	28.5
707	39
708	29.7
709	15.8
710	29.4
711	2.8
712	26.3
713	4.6
714	6.8
715	21.4
716	37.4
717	22.4
718	33.6
719	2.8
720	3.1
721	3.9
722	14.2
723	15.6
724	31.5
725	34.9
726	33.9
727	29.6
728	19
729	4.7
730	35.3
731	18.1
732	28
733	18.5
734	42.6
735	33.9
736	2.9
737	19.7
738	4.8
739	35
740	33.3
741	32.4
742	32.5
743	38.7
744	31.6
745	15.7
746	5
747	33.2
748	22.8
749	40.7
750	29.9
751	32.5
752	29.7
753	3.4
754	3.2
755	25.8
756	35.6
757	17.7
758	31
759	30.4
760	6.2
761	29.5
762	33.1
763	3.1
764	33.6
765	32.1
766	22.9
767	3.6
768	31.2
769	35.5
770	25.3
771	13.5
772	40.3
773	37.9
774	1.5
775	34.1
776	12.7
777	30.3
778	28.9
779	30.9
780	26.3
781	31.3
782	39.1
783	3.6
784	25.9
785	32
786	41.2
787	6.3
788	2.3
789	27.2
790	6.3
791	8.3
792	5
793	34
794	34.3
795	11
796	30.6
797	31.2
798	26.3
799	39.9
800	3.4
801	5.1
802	26.1
803	10.3
804	29.9
805	4.2
806	39.6
807	32.2
808	3.5
809	35.3
810	28.5
811	31.6
812	32.9
813	39.7
814	25.2
815	34.4
816	6.2
817	26.5
818	20.9
819	3.4
820	31.1
821	35.8
822	36.1
823	18.7
824	9.1
825	32.5
826	5.9
827	17
828	41.3
829	31.9
830	25.2
831	30.9
832	9.3
833	17.7
834	35.2
835	3.6
836	4.7
837	32.2
838	29.5
839	7.2
840	33.9
841	35.2
842	5.3
843	31.2
844	3.3
845	35.9
846	26.7
847	4.3
848	33.6
849	34.3
850	44
851	8.9
852	24.9
853	4.8
854	33.7
855	37.6
856	40.8
857	2.3
858	27.7
859	34.6
860	40.6
861	31.6
862	39.8
863	1.2
864	31.9
865	37
866	33.8
867	20.8
868	8.7
869	22.6
870	7.5
871	32
872	36.8
873	16.8
874	8.4
875	13
876	16.2
877	39
878	8.5
879	33.1
880	37
881	33.3
882	27.5
883	5.7
884	22.1
885	32.5
886	29.5
887	21.2
888	16
889	33.1
890	30.8
891	29.5
892	12.5
893	17.8
894	6.2
895	7.9
896	39.8
897	28.9
898	1
899	34.4
900	32.9
901	10.4
902	42.9
903	41.4
904	26.3
905	1.6
906	2.4
907	35.2
908	4.9
909	28
910	30.1
911	34.7
912	3.8
913	30.8
914	32.3
915	23.1
916	32.7
917	3.7
918	34.2
919	34.8
920	18.3
921	18.6
922	39.6
923	35.9
924	13
925	38.2
926	43.6
927	24
928	35.3
929	9.3
930	22.9
931	35.7
932	26.6
933	29.8
934	8.5
935	7.1
936	40.2
937	39.8
938	22.6
939	8.6
940	2.9
941	31
942	32.1
943	31.3
944	27.7
945	38.9
946	9
947	6.6
948	20
949	28.2
950	24.5
951	24.2
952	40.2
953	34.7
954	36.2
955	27.1
956	3.4
957	27
958	16.8
959	29
960	9.4
961	9.3
962	12.6
963	2.7
964	28.9
965	17.2
966	20.5
967	25.6
968	16.5
969	11.5
970	1.6
971	31.3
972	4.3
973	11.1
974	8.8
975	18.8
976	33.5
977	22.1
978	15.6
979	29.3
980	33.4
981	25.4
982	32.6
983	35.9
984	29.5
985	31
986	24.1
987	33.4
988	3.1
989	42
990	32.8
991	2.9
992	3.2
993	34
994	39.8
995	37.7
996	38.4
997	12.8
998	22.7
999	29
1000	36.7
1001	24.9
